"NAME","LENGTH","PHAGE","CHECKV_QUALITY","MIUVIG_QUALITY","LIFE_CYCLE","PROVIRUS","HOST_PHYLUM","HOST_CLASS","HOST_ORDER","HOST_FAMILY","HOST_GENUS","HOST_PREDICTION_METHOD","VC_STATUS","CLUSTER","SUBCLUSTER","REF_PHAGES_IN_VC","GARRY_OAK_ENRICHMENT","HILLY_GRASSLAND_ENRICHMENT","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"DNA_vOTU_4790",6278,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Clustered",1581,0,"NO",NA,NA,9,20,119,539,133,26,10,7,48,204,79,7,224,174,93,477,496,286,183,105,71,779,416,255
"DNA_vOTU_5343",6278,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",482,0,"NO","SUBSURFACE",NA,227,115,73,162,240,281,188,209,49,114,453,283,216,156,59,151,275,440,71,65,45,61,181,215
"DNA_vOTU_7724",6278,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Labilitrichaceae","Labilithrix","WIsH","Singleton",NA,NA,NA,NA,NA,362,119,71,48,88,143,494,122,26,16,22,36,12,7,10,21,17,29,11,11,8,12,6,7
"DNA_vOTU_6252",6277,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",789,0,"NO",NA,NA,4,10,16,40,27,7,3,0,6,28,14,4,96,296,2,48,18,63,41,35,12,33,24,56
"DNA_vOTU_9529",6277,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,7,8,70,1057,365,60,11,16,19,486,284,6,13,3,9,5,4,9,5,4,1,2,2,5
"DNA_vOTU_10030",6277,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,670,598,104,126,186,663,1015,754,17,42,256,249,15,30,19,19,35,26,15,15,27,8,8,22
"DNA_vOTU_1557",6276,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,126,89,32,38,97,162,155,182,8,18,253,199,11,14,11,16,11,8,5,11,10,6,4,9
"DNA_vOTU_466",6275,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",1132,0,"NO","SUBSURFACE",NA,570,226,59,92,110,457,418,329,12,24,39,50,23,16,23,12,33,18,18,2,14,13,20,11
"DNA_vOTU_1287",6275,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",828,0,"NO",NA,NA,3,1,4,23,3,0,1,1,2,108,0,1,102,231,5,80,4,2,295,436,17,70,20,113
"DNA_vOTU_5572",6275,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1364,0,"NO",NA,NA,7,16,77,897,103,10,2,13,12,645,159,2,4,0,6,8,6,3,3,3,1,0,5,4
"DNA_vOTU_10047",6275,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,3,8,11,11,24,6,12,1,1,7,3,1,9,34,6,369,16,13,47,20,14,224,31,6
"DNA_vOTU_1279",6274,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Clustered",817,0,"NO","SURFACE","SURFACE",4,7,617,2,2,8,7,0,62,46,0,0,50,146,434,190,43,8,429,192,1261,66,9,117
"DNA_vOTU_1586",6274,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",2,4,69,0,2,0,0,0,2,0,0,0,0,1,63,1,1,0,2,0,307,3,0,0
"DNA_vOTU_3718",6274,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,0,2,2,0,1,0,0,0,2,0,0,383,168,0,0,0,86,87,16,0,0,5,2580
"DNA_vOTU_7792",6274,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,5,26,587,1173,695,63,4,6,207,768,278,5,630,634,329,1218,1470,1038,467,287,213,1192,949,819
"DNA_vOTU_976",6272,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,12,42,758,1045,382,35,8,14,263,893,129,6,448,545,566,1649,1601,847,401,254,393,1576,1559,691
"DNA_vOTU_1108",6272,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",666,0,"NO",NA,NA,6,2,11,386,7,4,9,0,4,29,4,0,10,13,14,80,117,8,6,6,10,332,63,6
"DNA_vOTU_3482",6271,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",437,0,"NO",NA,"SUBSURFACE",12,5,76,472,89,13,10,2,23,249,71,17,978,627,33,951,2304,1773,822,620,15,1971,1814,1366
"DNA_vOTU_9722",6271,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",8,5,11,18,9,9,8,0,1,2,7,2,290,163,9,92,765,536,469,182,2,354,626,465
"DNA_vOTU_2491",6270,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,101,273,8,29,41,139,235,265,6,21,52,59,23,24,3,6,31,24,21,14,10,11,10,17
"DNA_vOTU_3719",6270,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",715,0,"NO","SUBSURFACE","SUBSURFACE",0,2,0,2,0,0,0,0,0,0,2,0,1936,985,2,0,1,417,535,49,0,0,7,13339
"DNA_vOTU_6619",6270,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Clustered",1558,0,"NO",NA,"SUBSURFACE",3,0,2,0,3,2,0,0,0,1,0,0,136,111,1,153,142,271,29,34,2,227,764,164
"DNA_vOTU_4502",6269,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",9,4,64,20,17,22,0,0,45,14,15,8,8,19,226,51,46,16,10,28,342,32,10,14
"DNA_vOTU_7793",6269,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",206,134,372,1070,530,164,234,160,112,818,396,54,1822,1561,119,1021,1450,1805,1096,1370,65,1238,1240,1703
"DNA_vOTU_9558",6269,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Nocardiaceae","Nocardia","WIsH","Clustered",476,0,"NO",NA,NA,9,13,41,75,134,29,4,14,25,44,56,12,70,124,29,196,167,194,81,63,39,141,145,177
"DNA_vOTU_1280",6268,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",819,0,"NO",NA,"SUBSURFACE",80,64,87,156,377,180,66,33,18,84,83,24,997,1577,30,629,2210,4784,1153,805,20,425,977,1457
"DNA_vOTU_3720",6268,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",676,0,"NO",NA,"SUBSURFACE",0,1,4,0,2,0,0,0,0,1,1,0,352,173,0,0,2,75,97,8,0,0,3,2423
"DNA_vOTU_10088",6268,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",11,6,38,24,31,25,15,4,7,9,11,7,6,9,19,186,15,9,8,3,7,8,7,7
"DNA_vOTU_834",6267,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",2,7,12,51,54,43,4,0,5,41,0,2,25,31,2,5,4,105,31,466,0,1,11,50
"DNA_vOTU_189",6264,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES",NA,NA,NA,NA,NA,NA,"Clustered",512,0,"NO",NA,NA,2027,1435,587,982,540,956,2177,1545,216,876,719,481,328,327,615,762,695,504,211,212,457,551,464,376
"DNA_vOTU_992",6264,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Micromonospora","CRISPR spacer (database)","Singleton",NA,NA,NA,NA,NA,36,42,62,203,730,395,41,15,16,52,514,38,22,14,18,28,22,17,16,4,14,10,11,19
"DNA_vOTU_4268",6264,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,0,2,97,6,0,1,0,0,2,224,1,0,0,0,6,1,2,0,0,1,5,4,0
"DNA_vOTU_1454",6263,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Singleton",NA,NA,NA,NA,NA,12,1,7,20,16,18,0,0,2,3454,15,3,0,0,2,8,2,3,0,5,2,5,1,5
"DNA_vOTU_1467",6263,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",2,0,7,3,3,0,0,0,0,1,0,0,28,40,947,96,113,14,17,1,759,16,10,12
"DNA_vOTU_3721",6263,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,8,3,6,5,4,6,0,3,4,3,5,408,248,0,1,3,121,133,16,2,2,2,3173
"DNA_vOTU_3745",6263,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",17,18,28,46,76,47,24,9,20,27,34,27,246,170,20,92,234,392,122,151,20,89,168,246
"DNA_vOTU_3722",6262,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",525,0,"NO",NA,"SUBSURFACE",2,2,2,3,6,6,0,0,0,2,6,2,508,242,0,1,0,107,133,13,0,0,2,3392
"DNA_vOTU_4178",6262,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",1,0,2,2,3,2,0,0,0,0,0,0,134,70,0,0,0,35,35,5,0,2,2,1052
"DNA_vOTU_7430",6262,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",4,3,5,5,8,7,4,0,9,2,2,1,16,11,138,11,2,8,5,0,456,13,0,4
"DNA_vOTU_1283",6261,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",824,0,"NO",NA,"SUBSURFACE",32,30,34,80,68,74,34,8,19,10,17,12,100,140,15,19,35,232,308,217,8,14,104,412
"DNA_vOTU_2661",6261,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",133,102,5,131,906,731,354,143,9,22,1099,849,6,8,0,12,33,24,3,3,0,6,41,23
"DNA_vOTU_5695",6261,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",9,7,24,1522,537,12,2,7,8,402,378,3,2965,1852,10,1043,1530,3762,1589,1020,4,1116,1244,2201
"DNA_vOTU_9687",6261,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",427,0,"NO",NA,"SUBSURFACE",323,164,98,275,263,222,175,638,20,78,363,148,1197,403,35,195,282,3842,353,172,23,54,811,3473
"DNA_vOTU_835",6260,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",433,0,"NO",NA,"SUBSURFACE",23,6,37,23,34,28,8,6,10,4,32,16,99,155,6,55,120,65,219,346,8,83,79,73
"DNA_vOTU_3438",6260,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",540,0,"NO",NA,"SUBSURFACE",0,3,7,11,11,4,2,0,1,2,2,2,92,75,1,13,45,280,76,23,3,43,29,51
"DNA_vOTU_6150",6260,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",975,0,"NO","SUBSURFACE",NA,219,235,54,82,148,179,291,352,19,42,138,143,28,17,20,19,37,38,9,16,28,18,16,11
"DNA_vOTU_5438",6259,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,1,0,2,2,1,0,2,0,2,1,0,357,186,1,0,1,73,126,12,1,0,6,2624
"DNA_vOTU_3132",6258,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",6,26,15,5,7,13,9,20,2,8,3,4,296,294,5,27,122,253,360,62,3,10,180,329
"DNA_vOTU_6744",6258,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",221,389,1445,1182,2244,393,313,411,884,1105,775,265,353,447,937,423,559,392,304,352,684,397,471,323
"DNA_vOTU_2969",6257,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Singleton",NA,NA,NA,NA,NA,0,0,3,0,1,3,2,0,0,0,2,0,8,8,0,133,15,1,4,11,2,244,14,3
"DNA_vOTU_3723",6257,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",457,0,"NO",NA,"SUBSURFACE",0,2,4,2,2,1,0,0,2,0,0,0,116,54,0,0,0,26,31,0,0,0,0,680
"DNA_vOTU_9635",6257,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",369,0,"NO","SUBSURFACE",NA,1183,541,27,104,133,525,812,505,2,43,461,334,22,21,15,29,45,54,28,26,9,23,36,57
"DNA_vOTU_9011",6256,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Mycobacteriaceae","Mycobacterium","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,971,344,47,61,54,522,930,54,8,16,57,16,10,9,11,6,18,19,2,4,7,9,9,3
"DNA_vOTU_5357",6255,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Acidobacteriota","Solibacteres","Solibacterales","Solibacteraceae",NA,"WIsH","Clustered",1501,0,"NO",NA,NA,183,125,92,203,150,139,105,284,83,279,103,42,334,242,110,163,467,336,110,89,53,235,317,209
"DNA_vOTU_6151",6255,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,49,54,28,18,37,54,14,213,19,5,9,6,9,5,12,6,6,6,1,6,2,7,4,2
"DNA_vOTU_3827",6254,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1505,0,"NO",NA,NA,49,26,205,219,178,109,64,26,72,281,192,53,280,262,85,493,669,464,157,171,69,536,388,320
"DNA_vOTU_3484",6253,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1390,0,"NO",NA,"SUBSURFACE",9,13,238,573,223,52,26,27,62,489,347,21,1533,1131,239,1507,2656,3460,1689,626,151,1035,1922,2759
"DNA_vOTU_4413",6253,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",475,0,"NO",NA,"SUBSURFACE",45,47,111,250,210,130,57,64,22,114,210,48,407,230,24,118,322,1120,445,162,26,114,308,958
"DNA_vOTU_8882",6253,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",548,0,"NO",NA,NA,2,4,180,186,128,22,8,5,132,209,168,5,385,402,708,882,423,543,302,271,201,411,459,362
"DNA_vOTU_10076",6253,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",421,0,"NO",NA,"SUBSURFACE",33,17,86,299,258,174,44,23,50,294,483,54,63,25,5,89,317,158,16,26,9,196,217,87
"DNA_vOTU_2380",6252,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",209,336,58,88,259,118,280,465,28,46,38,44,272,189,6,36,75,281,154,172,10,142,145,186
"DNA_vOTU_4414",6252,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",552,0,"NO",NA,"SUBSURFACE",4,6,13,4,14,9,4,0,2,5,5,1,141,125,57,551,887,309,69,44,33,414,296,280
"DNA_vOTU_5502",6251,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",528,0,"NO",NA,"SUBSURFACE",1,0,1,0,0,3,2,1,0,0,2,0,738,387,0,2,2,135,222,15,1,0,8,4874
"DNA_vOTU_6152",6251,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Verrucosispora","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,1377,281,80,74,96,112,57,1079,14,64,88,62,10,18,21,34,20,53,27,12,34,11,18,24
"DNA_vOTU_9975",6251,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",836,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_5187",6250,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,0,4,1,0,2,1,1,1,0,1,0,439,230,0,0,0,85,108,13,0,0,2,2988
"DNA_vOTU_907",6249,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1437,0,"NO",NA,NA,9,11,91,343,196,9,4,3,25,197,332,11,221,132,63,190,244,505,167,71,57,149,358,471
"DNA_vOTU_1086",6249,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Bacillota",NA,NA,NA,NA,"CRISPR spacer (database)","Clustered",544,0,"NO","SUBSURFACE",NA,456,483,117,194,375,503,540,501,30,63,1366,308,147,96,24,38,74,255,270,88,19,18,33,224
"DNA_vOTU_5456",6248,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",787,0,"NO",NA,"SUBSURFACE",8,5,15,1,6,7,2,4,0,5,5,2,316,325,6,63,1362,2549,1924,189,10,65,279,813
"DNA_vOTU_6830",6248,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1414,0,"NO",NA,NA,3,12,128,312,69,12,4,5,51,238,27,4,63,95,85,334,422,126,41,39,61,333,305,89
"DNA_vOTU_6153",6247,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,309,340,25,56,72,172,346,369,17,50,40,162,18,17,11,20,24,25,14,15,2,8,18,13
"DNA_vOTU_2750",6244,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","WIsH","Singleton",NA,NA,NA,NA,NA,37,28,54,70,97,100,54,10,17,25,25,9,73,45,22,17,29,339,39,12,19,12,13,21
"DNA_vOTU_3724",6244,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",0,2,4,0,2,0,0,3,1,3,0,1,1048,528,0,3,5,248,270,31,0,0,5,7544
"DNA_vOTU_6154",6244,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,492,703,36,116,194,495,721,851,27,54,154,292,11,26,24,37,32,20,16,20,14,13,24,10
"DNA_vOTU_7522",6244,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,13,23,394,538,483,46,19,9,230,425,105,17,80,189,207,360,175,131,93,148,219,238,127,118
"DNA_vOTU_2299",6243,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",4,8,225,10,10,10,9,2,55,16,5,2,6,20,133,142,14,12,15,11,319,47,4,2
"DNA_vOTU_3284",6243,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1162,0,"NO",NA,"SUBSURFACE",0,6,25,130,75,10,5,2,11,59,24,3,283,162,16,320,716,396,350,91,12,624,689,247
"DNA_vOTU_1558",6242,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",950,0,"NO",NA,NA,73,63,80,127,140,169,61,30,14,42,313,31,42,47,26,28,58,59,35,11,33,24,33,58
"DNA_vOTU_3725",6242,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Spirochaetes","Spirochaetes","Sphaerochaetales","Sphaerochaetaceae","Sphaerochaeta","WIsH","Outlier",NA,NA,"YES",NA,"SUBSURFACE",4,2,11,3,3,8,3,0,1,2,5,0,97,172,3,16,413,1438,1009,201,1,49,248,661
"DNA_vOTU_3726",6242,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",3,1,2,2,0,2,0,0,2,0,0,4,92,62,0,0,2,21,26,2,0,2,0,675
"DNA_vOTU_5201",6242,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Chondromyces","WIsH","Singleton",NA,NA,NA,NA,NA,129,148,30,44,58,100,67,251,13,11,18,7,6,11,8,6,9,9,3,7,10,4,0,2
"DNA_vOTU_2300",6241,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Comamonadaceae","Ramlibacter","WIsH","Singleton",NA,NA,NA,NA,"SURFACE",42,32,69,57,72,76,31,12,10,19,36,11,11,8,62,26,16,36,15,8,337,2,13,24
"DNA_vOTU_4415",6241,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",520,0,"NO",NA,"SUBSURFACE",2,3,19,40,8,2,1,4,2,26,0,2,148,89,0,28,51,186,31,54,2,8,114,106
"DNA_vOTU_5693",6241,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",553,0,"NO",NA,"SUBSURFACE",0,2,10,9,13,8,4,0,4,4,4,6,30,89,18,231,268,125,41,39,5,257,135,113
"DNA_vOTU_6392",6241,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1713,0,"NO",NA,"SURFACE",0,2,47,326,198,15,0,2,44,29,24,5,2,0,16,6,0,0,0,1,6,0,0,0
"DNA_vOTU_6367",6240,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,11,13,23,26,26,37,13,2,6,6,10,6,11,8,8,8,212,18,24,24,7,49,63,8
"DNA_vOTU_8648",6240,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1536,0,"NO",NA,"SUBSURFACE",2,0,2,2,4,5,1,0,0,0,1,0,160,75,6,2,1,32,29,5,0,0,6,967
"DNA_vOTU_5144",6239,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",692,0,"NO",NA,"SURFACE",165,181,86,72,63,230,201,421,34,21,69,44,5,19,53,19,11,6,9,13,32,8,12,17
"DNA_vOTU_5700",6239,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1650,0,"NO",NA,"SUBSURFACE",7,1,48,5,10,6,0,3,6,6,4,3,166,254,5,7,7,40,169,201,2,5,2,96
"DNA_vOTU_8493",6239,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Singleton",NA,NA,NA,NA,NA,41,24,60,54,123,87,310,14,17,27,30,35,10,21,21,22,33,24,5,11,7,12,13,14
