sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
Sage1_R_60_16_scaffold_5841_RM_Type_IV_419	RM	RM_Type_IV	Sage1_R_60_16_scaffold_5841_6	Sage1_R_60_16_scaffold_5841_6	Sage1_R_60_16_scaffold_5841_6	1	Type_IV_REases
Sage1_R_60_16_scaffold_6443_RM_Type_IV_420	RM	RM_Type_IV	Sage1_R_60_16_scaffold_6443_2	Sage1_R_60_16_scaffold_6443_2	Sage1_R_60_16_scaffold_6443_2	1	Type_IV_REases
Sage1_R_60_16_scaffold_7378_RM_Type_IIG_209	RM	RM_Type_IIG	Sage1_R_60_16_scaffold_7378_34	Sage1_R_60_16_scaffold_7378_34	Sage1_R_60_16_scaffold_7378_34	1	Type_IIG
Sage1_R_60_16_scaffold_8540_RM_Type_II_210	RM	RM_Type_II	Sage1_R_60_16_scaffold_8540_14	Sage1_R_60_16_scaffold_8540_15	Sage1_R_60_16_scaffold_8540_14,Sage1_R_60_16_scaffold_8540_15	2	Type_II_MTases,Type_II_REases
Sage1_R_60_16_scaffold_8540_RM_Type_IIG_211	RM	RM_Type_IIG	Sage1_R_60_16_scaffold_8540_16	Sage1_R_60_16_scaffold_8540_16	Sage1_R_60_16_scaffold_8540_16	1	Type_IIG
Sage1_R_60_16_scaffold_894_RM_Type_IV_421	RM	RM_Type_IV	Sage1_R_60_16_scaffold_894_61	Sage1_R_60_16_scaffold_894_61	Sage1_R_60_16_scaffold_894_61	1	Type_IV_REases
Sage1_R_60_16_scaffold_9013_RM_Type_II_332	RM	RM_Type_II	Sage1_R_60_16_scaffold_9013_8	Sage1_R_60_16_scaffold_9013_9	Sage1_R_60_16_scaffold_9013_8,Sage1_R_60_16_scaffold_9013_9	2	Type_II_MTases,Type_II_REases
Sage1_R_60_16_scaffold_9195_RM_Type_IIG_212	RM	RM_Type_IIG	Sage1_R_60_16_scaffold_9195_5	Sage1_R_60_16_scaffold_9195_5	Sage1_R_60_16_scaffold_9195_5	1	Type_IIG
Sage1_R_80_16_scaffold_10275_RM_Type_IIG_213	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_10275_7	Sage1_R_80_16_scaffold_10275_7	Sage1_R_80_16_scaffold_10275_7	1	Type_IIG
Sage1_R_80_16_scaffold_10619_RM_Type_I_56	RM	RM_Type_I	Sage1_R_80_16_scaffold_10619_6	Sage1_R_80_16_scaffold_10619_9	Sage1_R_80_16_scaffold_10619_6,Sage1_R_80_16_scaffold_10619_7,Sage1_R_80_16_scaffold_10619_9	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage1_R_80_16_scaffold_12186_RM_Type_I_57	RM	RM_Type_I	Sage1_R_80_16_scaffold_12186_3	Sage1_R_80_16_scaffold_12186_4	Sage1_R_80_16_scaffold_12186_3,Sage1_R_80_16_scaffold_12186_4	2	Type_I_MTases,Type_I_REases
Sage1_R_80_16_scaffold_12775_RM_Type_IIG_214	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_12775_5	Sage1_R_80_16_scaffold_12775_5	Sage1_R_80_16_scaffold_12775_5	1	Type_IIG
Sage1_R_80_16_scaffold_12903_RM_Type_I_58	RM	RM_Type_I	Sage1_R_80_16_scaffold_12903_1	Sage1_R_80_16_scaffold_12903_5	Sage1_R_80_16_scaffold_12903_1,Sage1_R_80_16_scaffold_12903_3,Sage1_R_80_16_scaffold_12903_5	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_80_16_scaffold_13403_RM_Type_IIG_215	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_13403_3	Sage1_R_80_16_scaffold_13403_3	Sage1_R_80_16_scaffold_13403_3	1	Type_IIG
Sage1_R_80_16_scaffold_13921_RM_Type_IIG_216	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_13921_4	Sage1_R_80_16_scaffold_13921_4	Sage1_R_80_16_scaffold_13921_4	1	Type_IIG
Sage1_R_80_16_scaffold_14587_RM_Type_III_113	RM	RM_Type_III	Sage1_R_80_16_scaffold_14587_3	Sage1_R_80_16_scaffold_14587_5	Sage1_R_80_16_scaffold_14587_3,Sage1_R_80_16_scaffold_14587_5	2	Type_III_MTases,Type_III_REases
Sage1_R_80_16_scaffold_1516_RM_Type_III_114	RM	RM_Type_III	Sage1_R_80_16_scaffold_1516_4	Sage1_R_80_16_scaffold_1516_5	Sage1_R_80_16_scaffold_1516_4,Sage1_R_80_16_scaffold_1516_5	2	Type_III_MTases,Type_III_REases
Sage1_R_80_16_scaffold_16424_RM_Type_II_333	RM	RM_Type_II	Sage1_R_80_16_scaffold_16424_7	Sage1_R_80_16_scaffold_16424_9	Sage1_R_80_16_scaffold_16424_7,Sage1_R_80_16_scaffold_16424_9	2	Type_II_REases,Type_II_MTases
Sage1_R_80_16_scaffold_1721_RM_Type_IV_422	RM	RM_Type_IV	Sage1_R_80_16_scaffold_1721_5	Sage1_R_80_16_scaffold_1721_5	Sage1_R_80_16_scaffold_1721_5	1	Type_IV_REases
Sage1_R_80_16_scaffold_185_RM_Type_IIG_217	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_185_48	Sage1_R_80_16_scaffold_185_48	Sage1_R_80_16_scaffold_185_48	1	Type_IIG
Sage1_R_80_16_scaffold_19673_RM_Type_I_59	RM	RM_Type_I	Sage1_R_80_16_scaffold_19673_2	Sage1_R_80_16_scaffold_19673_5	Sage1_R_80_16_scaffold_19673_2,Sage1_R_80_16_scaffold_19673_3,Sage1_R_80_16_scaffold_19673_5	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_80_16_scaffold_20104_RM_Type_II_334	RM	RM_Type_II	Sage1_R_80_16_scaffold_20104_8	Sage1_R_80_16_scaffold_20104_9	Sage1_R_80_16_scaffold_20104_8,Sage1_R_80_16_scaffold_20104_9	2	Type_II_REases,Type_II_MTases
Sage1_R_80_16_scaffold_2137_RM_Type_I_60	RM	RM_Type_I	Sage1_R_80_16_scaffold_2137_20	Sage1_R_80_16_scaffold_2137_22	Sage1_R_80_16_scaffold_2137_20,Sage1_R_80_16_scaffold_2137_21,Sage1_R_80_16_scaffold_2137_22	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage1_R_80_16_scaffold_2288_RM_Type_IV_423	RM	RM_Type_IV	Sage1_R_80_16_scaffold_2288_27	Sage1_R_80_16_scaffold_2288_27	Sage1_R_80_16_scaffold_2288_27	1	Type_IV_REases
Sage1_R_80_16_scaffold_23436_RM_Type_IIG_218	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_23436_3	Sage1_R_80_16_scaffold_23436_3	Sage1_R_80_16_scaffold_23436_3	1	Type_IIG
Sage1_R_80_16_scaffold_26338_RM_Type_IV_424	RM	RM_Type_IV	Sage1_R_80_16_scaffold_26338_9	Sage1_R_80_16_scaffold_26338_9	Sage1_R_80_16_scaffold_26338_9	1	Type_IV_REases
Sage1_R_80_16_scaffold_27279_RM_Type_II_335	RM	RM_Type_II	Sage1_R_80_16_scaffold_27279_3	Sage1_R_80_16_scaffold_27279_5	Sage1_R_80_16_scaffold_27279_3,Sage1_R_80_16_scaffold_27279_5	2	Type_II_REases,Type_II_MTases
Sage1_R_80_16_scaffold_27762_RM_Type_IV_425	RM	RM_Type_IV	Sage1_R_80_16_scaffold_27762_2	Sage1_R_80_16_scaffold_27762_2	Sage1_R_80_16_scaffold_27762_2	1	Type_IV_REases
Sage1_R_80_16_scaffold_2838_RM_Type_III_115	RM	RM_Type_III	Sage1_R_80_16_scaffold_2838_2	Sage1_R_80_16_scaffold_2838_6	Sage1_R_80_16_scaffold_2838_2,Sage1_R_80_16_scaffold_2838_6	2	Type_III_REases,Type_III_MTases
Sage1_R_80_16_scaffold_3239_RM_Type_I_61	RM	RM_Type_I	Sage1_R_80_16_scaffold_3239_4	Sage1_R_80_16_scaffold_3239_9	Sage1_R_80_16_scaffold_3239_4,Sage1_R_80_16_scaffold_3239_8,Sage1_R_80_16_scaffold_3239_9	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_80_16_scaffold_3947_RM_Type_II_336	RM	RM_Type_II	Sage1_R_80_16_scaffold_3947_3	Sage1_R_80_16_scaffold_3947_12	Sage1_R_80_16_scaffold_3947_3,Sage1_R_80_16_scaffold_3947_5,Sage1_R_80_16_scaffold_3947_11,Sage1_R_80_16_scaffold_3947_12	4	Type_II_MTases,Type_II_MTases,Type_II_REases,Type_II_MTases
Sage1_R_80_16_scaffold_3990_RM_Type_II_337	RM	RM_Type_II	Sage1_R_80_16_scaffold_3990_16	Sage1_R_80_16_scaffold_3990_17	Sage1_R_80_16_scaffold_3990_16,Sage1_R_80_16_scaffold_3990_17	2	Type_II_MTases,Type_II_REases
Sage1_R_80_16_scaffold_4189_RM_Type_IIG_219	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_4189_2	Sage1_R_80_16_scaffold_4189_2	Sage1_R_80_16_scaffold_4189_2	1	Type_IIG
Sage1_R_80_16_scaffold_62488_RM_Type_IIG_220	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_62488_3	Sage1_R_80_16_scaffold_62488_3	Sage1_R_80_16_scaffold_62488_3	1	Type_IIG
Sage1_R_80_16_scaffold_7692_RM_Type_IIG_221	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_7692_21	Sage1_R_80_16_scaffold_7692_21	Sage1_R_80_16_scaffold_7692_21	1	Type_IIG
Sage1_R_80_16_scaffold_786_RM_Type_II_338	RM	RM_Type_II	Sage1_R_80_16_scaffold_786_8	Sage1_R_80_16_scaffold_786_9	Sage1_R_80_16_scaffold_786_8,Sage1_R_80_16_scaffold_786_9	2	Type_II_MTases,Type_II_REases
Sage1_R_80_16_scaffold_8113_RM_Type_I_62	RM	RM_Type_I	Sage1_R_80_16_scaffold_8113_1	Sage1_R_80_16_scaffold_8113_4	Sage1_R_80_16_scaffold_8113_1,Sage1_R_80_16_scaffold_8113_3,Sage1_R_80_16_scaffold_8113_4	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_80_16_scaffold_8143_RM_Type_III_116	RM	RM_Type_III	Sage1_R_80_16_scaffold_8143_6	Sage1_R_80_16_scaffold_8143_8	Sage1_R_80_16_scaffold_8143_6,Sage1_R_80_16_scaffold_8143_8	2	Type_III_MTases,Type_III_REases
Sage1_R_80_16_scaffold_8494_RM_Type_IV_223	RM	RM_Type_IV	Sage1_R_80_16_scaffold_8494_3	Sage1_R_80_16_scaffold_8494_4	Sage1_R_80_16_scaffold_8494_3,Sage1_R_80_16_scaffold_8494_4	2	Type_IV_REases,Type_IV_REases
Sage1_R_80_16_scaffold_8494_RM_Type_IIG_222	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_8494_6	Sage1_R_80_16_scaffold_8494_6	Sage1_R_80_16_scaffold_8494_6	1	Type_IIG
Sage1_R_80_16_scaffold_862_RM_Type_I_63	RM	RM_Type_I	Sage1_R_80_16_scaffold_862_3	Sage1_R_80_16_scaffold_862_5	Sage1_R_80_16_scaffold_862_3,Sage1_R_80_16_scaffold_862_4,Sage1_R_80_16_scaffold_862_5	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_80_16_scaffold_95_RM_Type_IIG_224	RM	RM_Type_IIG	Sage1_R_80_16_scaffold_95_96	Sage1_R_80_16_scaffold_95_96	Sage1_R_80_16_scaffold_95_96	1	Type_IIG
Sage2_L_100_16_scaffold_11458_RM_Type_IIG_225	RM	RM_Type_IIG	Sage2_L_100_16_scaffold_11458_6	Sage2_L_100_16_scaffold_11458_6	Sage2_L_100_16_scaffold_11458_6	1	Type_IIG
Sage2_L_100_16_scaffold_13816_RM_Type_IV_426	RM	RM_Type_IV	Sage2_L_100_16_scaffold_13816_9	Sage2_L_100_16_scaffold_13816_9	Sage2_L_100_16_scaffold_13816_9	1	Type_IV_REases
Sage2_L_100_16_scaffold_14596_RM_Type_I_64	RM	RM_Type_I	Sage2_L_100_16_scaffold_14596_1	Sage2_L_100_16_scaffold_14596_8	Sage2_L_100_16_scaffold_14596_1,Sage2_L_100_16_scaffold_14596_2,Sage2_L_100_16_scaffold_14596_8	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_100_16_scaffold_1606_RM_Type_II_339	RM	RM_Type_II	Sage2_L_100_16_scaffold_1606_15	Sage2_L_100_16_scaffold_1606_17	Sage2_L_100_16_scaffold_1606_15,Sage2_L_100_16_scaffold_1606_17	2	Type_II_MTases,Type_II_REases
Sage2_L_100_16_scaffold_213_RM_Type_I_65	RM	RM_Type_I	Sage2_L_100_16_scaffold_213_4	Sage2_L_100_16_scaffold_213_5	Sage2_L_100_16_scaffold_213_4,Sage2_L_100_16_scaffold_213_5	2	Type_I_MTases,Type_I_REases
Sage2_L_100_16_scaffold_2396_RM_Type_I_66	RM	RM_Type_I	Sage2_L_100_16_scaffold_2396_11	Sage2_L_100_16_scaffold_2396_13	Sage2_L_100_16_scaffold_2396_11,Sage2_L_100_16_scaffold_2396_12,Sage2_L_100_16_scaffold_2396_13	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage2_L_100_16_scaffold_25570_RM_Type_I_67	RM	RM_Type_I	Sage2_L_100_16_scaffold_25570_8	Sage2_L_100_16_scaffold_25570_13	Sage2_L_100_16_scaffold_25570_8,Sage2_L_100_16_scaffold_25570_9,Sage2_L_100_16_scaffold_25570_12,Sage2_L_100_16_scaffold_25570_13	4	Type_I_MTases,Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_100_16_scaffold_26205_RM_Type_I_68	RM	RM_Type_I	Sage2_L_100_16_scaffold_26205_1	Sage2_L_100_16_scaffold_26205_6	Sage2_L_100_16_scaffold_26205_1,Sage2_L_100_16_scaffold_26205_5,Sage2_L_100_16_scaffold_26205_6	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_L_100_16_scaffold_27242_RM_Type_II_340	RM	RM_Type_II	Sage2_L_100_16_scaffold_27242_4	Sage2_L_100_16_scaffold_27242_5	Sage2_L_100_16_scaffold_27242_4,Sage2_L_100_16_scaffold_27242_5	2	Type_II_MTases,Type_II_REases
Sage2_L_100_16_scaffold_28215_RM_Type_IIG_226	RM	RM_Type_IIG	Sage2_L_100_16_scaffold_28215_2	Sage2_L_100_16_scaffold_28215_2	Sage2_L_100_16_scaffold_28215_2	1	Type_IIG
Sage2_L_100_16_scaffold_2959_RM_Type_I_69	RM	RM_Type_I	Sage2_L_100_16_scaffold_2959_28	Sage2_L_100_16_scaffold_2959_32	Sage2_L_100_16_scaffold_2959_28,Sage2_L_100_16_scaffold_2959_30,Sage2_L_100_16_scaffold_2959_32	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_100_16_scaffold_39_RM_Type_II_341	RM	RM_Type_II	Sage2_L_100_16_scaffold_39_1	Sage2_L_100_16_scaffold_39_2	Sage2_L_100_16_scaffold_39_1,Sage2_L_100_16_scaffold_39_2	2	Type_II_MTases,Type_II_REases
Sage2_L_100_16_scaffold_41004_RM_Type_II_342	RM	RM_Type_II	Sage2_L_100_16_scaffold_41004_4	Sage2_L_100_16_scaffold_41004_5	Sage2_L_100_16_scaffold_41004_4,Sage2_L_100_16_scaffold_41004_5	2	Type_II_MTases,Type_II_REases
Sage2_L_100_16_scaffold_425_RM_Type_III_117	RM	RM_Type_III	Sage2_L_100_16_scaffold_425_7	Sage2_L_100_16_scaffold_425_8	Sage2_L_100_16_scaffold_425_7,Sage2_L_100_16_scaffold_425_8	2	Type_III_MTases,Type_III_REases
Sage2_L_100_16_scaffold_468_RM_Type_I_70	RM	RM_Type_I	Sage2_L_100_16_scaffold_468_22	Sage2_L_100_16_scaffold_468_26	Sage2_L_100_16_scaffold_468_22,Sage2_L_100_16_scaffold_468_23,Sage2_L_100_16_scaffold_468_26	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage2_L_100_16_scaffold_485_RM_Type_IV_427	RM	RM_Type_IV	Sage2_L_100_16_scaffold_485_37	Sage2_L_100_16_scaffold_485_37	Sage2_L_100_16_scaffold_485_37	1	Type_IV_REases
Sage2_L_100_16_scaffold_68274_RM_Type_IIG_227	RM	RM_Type_IIG	Sage2_L_100_16_scaffold_68274_1	Sage2_L_100_16_scaffold_68274_1	Sage2_L_100_16_scaffold_68274_1	1	Type_IIG
Sage2_L_100_16_scaffold_70030_RM_Type_IIG_228	RM	RM_Type_IIG	Sage2_L_100_16_scaffold_70030_4	Sage2_L_100_16_scaffold_70030_4	Sage2_L_100_16_scaffold_70030_4	1	Type_IIG
Sage2_L_100_16_scaffold_74170_RM_Type_IV_428	RM	RM_Type_IV	Sage2_L_100_16_scaffold_74170_2	Sage2_L_100_16_scaffold_74170_2	Sage2_L_100_16_scaffold_74170_2	1	Type_IV_REases
Sage2_L_100_16_scaffold_8403_RM_Type_IIG_229	RM	RM_Type_IIG	Sage2_L_100_16_scaffold_8403_1	Sage2_L_100_16_scaffold_8403_1	Sage2_L_100_16_scaffold_8403_1	1	Type_IIG
Sage2_L_100_16_scaffold_8784_RM_Type_II_343	RM	RM_Type_II	Sage2_L_100_16_scaffold_8784_6	Sage2_L_100_16_scaffold_8784_7	Sage2_L_100_16_scaffold_8784_6,Sage2_L_100_16_scaffold_8784_7	2	Type_II_MTases,Type_II_REases
Sage2_L_100_16_scaffold_952_RM_Type_IV_429	RM	RM_Type_IV	Sage2_L_100_16_scaffold_952_1	Sage2_L_100_16_scaffold_952_1	Sage2_L_100_16_scaffold_952_1	1	Type_IV_REases
Sage2_L_115_16_scaffold_12110_RM_Type_II_344	RM	RM_Type_II	Sage2_L_115_16_scaffold_12110_4	Sage2_L_115_16_scaffold_12110_5	Sage2_L_115_16_scaffold_12110_4,Sage2_L_115_16_scaffold_12110_5	2	Type_II_MTases,Type_II_REases
Sage2_L_115_16_scaffold_14301_RM_Type_I_71	RM	RM_Type_I	Sage2_L_115_16_scaffold_14301_2	Sage2_L_115_16_scaffold_14301_6	Sage2_L_115_16_scaffold_14301_2,Sage2_L_115_16_scaffold_14301_5,Sage2_L_115_16_scaffold_14301_6	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_115_16_scaffold_1739_RM_Type_I_72	RM	RM_Type_I	Sage2_L_115_16_scaffold_1739_19	Sage2_L_115_16_scaffold_1739_21	Sage2_L_115_16_scaffold_1739_19,Sage2_L_115_16_scaffold_1739_20,Sage2_L_115_16_scaffold_1739_21	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage2_L_115_16_scaffold_18652_RM_Type_II_345	RM	RM_Type_II	Sage2_L_115_16_scaffold_18652_3	Sage2_L_115_16_scaffold_18652_4	Sage2_L_115_16_scaffold_18652_3,Sage2_L_115_16_scaffold_18652_4	2	Type_II_REases,Type_II_MTases
Sage2_L_115_16_scaffold_2515_RM_Type_I_73	RM	RM_Type_I	Sage2_L_115_16_scaffold_2515_2	Sage2_L_115_16_scaffold_2515_6	Sage2_L_115_16_scaffold_2515_2,Sage2_L_115_16_scaffold_2515_5,Sage2_L_115_16_scaffold_2515_6	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_L_115_16_scaffold_3_RM_Type_IV_76	RM	RM_Type_IV	Sage2_L_115_16_scaffold_3_4	Sage2_L_115_16_scaffold_3_4	Sage2_L_115_16_scaffold_3_4	1	Type_IV_REases
Sage2_L_115_16_scaffold_3_RM_Type_I_75	RM	RM_Type_I	Sage2_L_115_16_scaffold_3_7	Sage2_L_115_16_scaffold_3_9	Sage2_L_115_16_scaffold_3_7,Sage2_L_115_16_scaffold_3_8,Sage2_L_115_16_scaffold_3_9	3	Type_I_MTases,Type_I_REases,Type_I_REases
Sage2_L_115_16_scaffold_313_RM_Type_I_74	RM	RM_Type_I	Sage2_L_115_16_scaffold_313_10	Sage2_L_115_16_scaffold_313_14	Sage2_L_115_16_scaffold_313_10,Sage2_L_115_16_scaffold_313_11,Sage2_L_115_16_scaffold_313_14	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_115_16_scaffold_3155_RM_Type_IIG_230	RM	RM_Type_IIG	Sage2_L_115_16_scaffold_3155_7	Sage2_L_115_16_scaffold_3155_7	Sage2_L_115_16_scaffold_3155_7	1	Type_IIG
Sage2_L_115_16_scaffold_3378_RM_Type_II_346	RM	RM_Type_II	Sage2_L_115_16_scaffold_3378_7	Sage2_L_115_16_scaffold_3378_8	Sage2_L_115_16_scaffold_3378_7,Sage2_L_115_16_scaffold_3378_8	2	Type_II_MTases,Type_II_REases
Sage2_L_115_16_scaffold_47_RM_Type_II_347	RM	RM_Type_II	Sage2_L_115_16_scaffold_47_1	Sage2_L_115_16_scaffold_47_2	Sage2_L_115_16_scaffold_47_1,Sage2_L_115_16_scaffold_47_2	2	Type_II_MTases,Type_II_REases
Sage2_L_115_16_scaffold_530_RM_Type_IIG_231	RM	RM_Type_IIG	Sage2_L_115_16_scaffold_530_8	Sage2_L_115_16_scaffold_530_8	Sage2_L_115_16_scaffold_530_8	1	Type_IIG
Sage2_L_115_16_scaffold_6_RM_Type_I_78	RM	RM_Type_I	Sage2_L_115_16_scaffold_6_101	Sage2_L_115_16_scaffold_6_111	Sage2_L_115_16_scaffold_6_101,Sage2_L_115_16_scaffold_6_107,Sage2_L_115_16_scaffold_6_111	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_L_115_16_scaffold_6_RM_Type_I_79	RM	RM_Type_I	Sage2_L_115_16_scaffold_6_195	Sage2_L_115_16_scaffold_6_197	Sage2_L_115_16_scaffold_6_195,Sage2_L_115_16_scaffold_6_196,Sage2_L_115_16_scaffold_6_197	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_L_115_16_scaffold_63_RM_Type_I_77	RM	RM_Type_I	Sage2_L_115_16_scaffold_63_3	Sage2_L_115_16_scaffold_63_10	Sage2_L_115_16_scaffold_63_3,Sage2_L_115_16_scaffold_63_7,Sage2_L_115_16_scaffold_63_10	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage2_L_115_16_scaffold_7142_RM_Type_IIG_232	RM	RM_Type_IIG	Sage2_L_115_16_scaffold_7142_5	Sage2_L_115_16_scaffold_7142_5	Sage2_L_115_16_scaffold_7142_5	1	Type_IIG
Sage2_L_115_16_scaffold_7596_RM_Type_II_348	RM	RM_Type_II	Sage2_L_115_16_scaffold_7596_5	Sage2_L_115_16_scaffold_7596_6	Sage2_L_115_16_scaffold_7596_5,Sage2_L_115_16_scaffold_7596_6	2	Type_II_MTases,Type_II_REases
Sage2_L_115_16_scaffold_7949_RM_Type_I_80	RM	RM_Type_I	Sage2_L_115_16_scaffold_7949_3	Sage2_L_115_16_scaffold_7949_7	Sage2_L_115_16_scaffold_7949_3,Sage2_L_115_16_scaffold_7949_6,Sage2_L_115_16_scaffold_7949_7	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_20_16_scaffold_140797_RM_Type_IV_430	RM	RM_Type_IV	Sage2_L_20_16_scaffold_140797_1	Sage2_L_20_16_scaffold_140797_1	Sage2_L_20_16_scaffold_140797_1	1	Type_IV_REases
Sage2_L_20_16_scaffold_24818_RM_Type_IIG_233	RM	RM_Type_IIG	Sage2_L_20_16_scaffold_24818_2	Sage2_L_20_16_scaffold_24818_2	Sage2_L_20_16_scaffold_24818_2	1	Type_IIG
Sage2_L_40_16_scaffold_10678_RM_Type_III_118	RM	RM_Type_III	Sage2_L_40_16_scaffold_10678_12	Sage2_L_40_16_scaffold_10678_13	Sage2_L_40_16_scaffold_10678_12,Sage2_L_40_16_scaffold_10678_13	2	Type_III_MTases,Type_III_REases
Sage2_L_40_16_scaffold_14697_RM_Type_IV_431	RM	RM_Type_IV	Sage2_L_40_16_scaffold_14697_12	Sage2_L_40_16_scaffold_14697_12	Sage2_L_40_16_scaffold_14697_12	1	Type_IV_REases
Sage2_L_40_16_scaffold_1801_RM_Type_I_81	RM	RM_Type_I	Sage2_L_40_16_scaffold_1801_17	Sage2_L_40_16_scaffold_1801_19	Sage2_L_40_16_scaffold_1801_17,Sage2_L_40_16_scaffold_1801_18,Sage2_L_40_16_scaffold_1801_19	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_40_16_scaffold_2128_RM_Type_IV_432	RM	RM_Type_IV	Sage2_L_40_16_scaffold_2128_23	Sage2_L_40_16_scaffold_2128_23	Sage2_L_40_16_scaffold_2128_23	1	Type_IV_REases
Sage2_L_40_16_scaffold_7185_RM_Type_IIG_234	RM	RM_Type_IIG	Sage2_L_40_16_scaffold_7185_2	Sage2_L_40_16_scaffold_7185_2	Sage2_L_40_16_scaffold_7185_2	1	Type_IIG
Sage2_L_40_16_scaffold_783_RM_Type_IV_433	RM	RM_Type_IV	Sage2_L_40_16_scaffold_783_2	Sage2_L_40_16_scaffold_783_2	Sage2_L_40_16_scaffold_783_2	1	Type_IV_REases
Sage2_L_40_16_scaffold_817_RM_Type_II_349	RM	RM_Type_II	Sage2_L_40_16_scaffold_817_13	Sage2_L_40_16_scaffold_817_14	Sage2_L_40_16_scaffold_817_13,Sage2_L_40_16_scaffold_817_14	2	Type_II_MTases,Type_II_REases
Sage2_L_60_16_scaffold_11105_RM_Type_II_350	RM	RM_Type_II	Sage2_L_60_16_scaffold_11105_2	Sage2_L_60_16_scaffold_11105_6	Sage2_L_60_16_scaffold_11105_2,Sage2_L_60_16_scaffold_11105_6	2	Type_II_REases,Type_II_MTases
Sage2_L_60_16_scaffold_11340_RM_Type_II_351	RM	RM_Type_II	Sage2_L_60_16_scaffold_11340_2	Sage2_L_60_16_scaffold_11340_4	Sage2_L_60_16_scaffold_11340_2,Sage2_L_60_16_scaffold_11340_4	2	Type_II_REases,Type_II_MTases
Sage2_L_60_16_scaffold_11643_RM_Type_I_82	RM	RM_Type_I	Sage2_L_60_16_scaffold_11643_3	Sage2_L_60_16_scaffold_11643_7	Sage2_L_60_16_scaffold_11643_3,Sage2_L_60_16_scaffold_11643_6,Sage2_L_60_16_scaffold_11643_7	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage2_L_60_16_scaffold_1245_RM_Type_II_352	RM	RM_Type_II	Sage2_L_60_16_scaffold_1245_11	Sage2_L_60_16_scaffold_1245_12	Sage2_L_60_16_scaffold_1245_11,Sage2_L_60_16_scaffold_1245_12	2	Type_II_REases,Type_II_MTases
Sage2_L_60_16_scaffold_1446_RM_Type_II_353	RM	RM_Type_II	Sage2_L_60_16_scaffold_1446_13	Sage2_L_60_16_scaffold_1446_15	Sage2_L_60_16_scaffold_1446_13,Sage2_L_60_16_scaffold_1446_15	2	Type_II_REases,Type_II_MTases
Sage2_L_60_16_scaffold_20984_RM_Type_III_119	RM	RM_Type_III	Sage2_L_60_16_scaffold_20984_1	Sage2_L_60_16_scaffold_20984_2	Sage2_L_60_16_scaffold_20984_1,Sage2_L_60_16_scaffold_20984_2	2	Type_III_REases,Type_III_MTases
Sage2_L_60_16_scaffold_21148_RM_Type_IIG_235	RM	RM_Type_IIG	Sage2_L_60_16_scaffold_21148_7	Sage2_L_60_16_scaffold_21148_7	Sage2_L_60_16_scaffold_21148_7	1	Type_IIG
Sage2_L_60_16_scaffold_2686_RM_Type_IV_434	RM	RM_Type_IV	Sage2_L_60_16_scaffold_2686_16	Sage2_L_60_16_scaffold_2686_16	Sage2_L_60_16_scaffold_2686_16	1	Type_IV_REases
Sage2_L_60_16_scaffold_36649_RM_Type_II_354	RM	RM_Type_II	Sage2_L_60_16_scaffold_36649_2	Sage2_L_60_16_scaffold_36649_3	Sage2_L_60_16_scaffold_36649_2,Sage2_L_60_16_scaffold_36649_3	2	Type_II_REases,Type_II_MTases
Sage2_L_60_16_scaffold_37265_RM_Type_IIG_236	RM	RM_Type_IIG	Sage2_L_60_16_scaffold_37265_9	Sage2_L_60_16_scaffold_37265_9	Sage2_L_60_16_scaffold_37265_9	1	Type_IIG
