contig	source	pi	num_snps	contig_len	theta	snps_present
DNA_vOTU_5901	Sage2_L_115_16_sorted	9.03112917336946e-05	2	7877	8.67201300857012e-05	TRUE
DNA_vOTU_5901	Sage2_L_80_16_sorted	0.000180576716889566	4	7877	0.000179525526855772	TRUE
DNA_vOTU_5904	Sage2_L_80_16_sorted	9.47732549874426e-05	4	21103	6.47144296351051e-05	TRUE
DNA_vOTU_5906	Sage2_L_100_16_sorted	2.37332384003797e-05	1	19664	1.73634314269138e-05	TRUE
DNA_vOTU_5906	Sage2_R_80_16_sorted	5.08543531326282e-05	2	19664	3.47250968416808e-05	TRUE
DNA_vOTU_5907	Sage1_L_100_16_sorted	0.000193709537645919	10	19617	0.00017404147022858	TRUE
DNA_vOTU_5907	Sage1_L_113_16_sorted	0.00012235534030079	8	19617	0.000139247372785075	TRUE
DNA_vOTU_5907	Sage1_L_80_16_sorted	0.000146146656470388	8	19617	0.000139247372785075	TRUE
DNA_vOTU_5907	Sage1_R_100_16_sorted	0.00013028577902399	8	19617	0.000139247372785075	TRUE
DNA_vOTU_5907	Sage1_R_113_16_sorted	0.000169937972639986	8	19617	0.000144169569157896	TRUE
DNA_vOTU_5907	Sage1_R_60_16_sorted	0.000125342128910826	8	19617	0.000139247372785075	TRUE
DNA_vOTU_5907	Sage1_R_80_16_sorted	0.00012122242048319	8	19617	0.000139247372785075	TRUE
DNA_vOTU_591	Sage2_L_100_16_sorted	0.000231596460389131	84	180603	0.000164467533551406	TRUE
DNA_vOTU_591	Sage2_L_80_16_sorted	0.000218343318095723	82	180603	0.000160553418496371	TRUE
DNA_vOTU_591	Sage2_R_80_16_sorted	0.000102498185505094	36	180603	7.05048309646716e-05	TRUE
DNA_vOTU_5912	Sage2_L_60_16_sorted	9.50642634420869e-05	1	5845	6.04869545480861e-05	TRUE
DNA_vOTU_5912	Sage2_L_80_16_sorted	0.000159680638722555	2	5845	0.00013196747001864	TRUE
DNA_vOTU_5912	Sage2_R_40_16_sorted	3.42231348391513e-05	1	5845	5.84218261716984e-05	TRUE
DNA_vOTU_5912	Sage2_R_60_16_sorted	9.1669111176298e-05	1	5845	6.59950258606223e-05	TRUE
DNA_vOTU_5915	Sage2_L_60_16_sorted	6.1366164231197e-05	1	5794	5.89259841469461e-05	TRUE
DNA_vOTU_5917	Sage1_L_113_16_sorted	0.000542574638170036	115	103725	0.000392053610130361	TRUE
DNA_vOTU_5917	Sage1_R_100_16_sorted	0.000267804558233601	54	103725	0.000184203107023979	TRUE
DNA_vOTU_5917	Sage1_R_113_16_sorted	0.000401729107246023	91	103725	0.000299711187650501	TRUE
DNA_vOTU_5918	Sage1_L_100_16_sorted	3.38397268086218e-05	14	129371	3.82536691709404e-05	TRUE
DNA_vOTU_5918	Sage1_R_100_16_sorted	2.52519396324039e-05	9	129371	2.4592594956913e-05	TRUE
DNA_vOTU_5918	Sage1_R_60_16_sorted	2.28473462292001e-05	7	129371	1.99098528589751e-05	TRUE
DNA_vOTU_5918	Sage1_R_80_16_sorted	3.00802380995326e-05	9	129371	2.4592594956913e-05	TRUE
DNA_vOTU_5919	Sage2_L_100_16_sorted	0.000322923485897069	253	350140	0.000266394348766542	TRUE
DNA_vOTU_5919	Sage2_L_115_16_sorted	0.00103174215676573	862	350140	0.000906057002322421	TRUE
DNA_vOTU_5919	Sage2_L_80_16_sorted	2.76180512601213e-05	24	350140	2.34645588060346e-05	TRUE
DNA_vOTU_592	Sage2_R_80_16_sorted	1.10148308725803e-05	5	167451	1.01945390635889e-05	TRUE
DNA_vOTU_5925	Sage1_L_20_16_sorted	0.00015177385695314	3	10542	9.71591212713163e-05	TRUE
DNA_vOTU_593	Sage1_L_100_16_sorted	8.36207797637713e-05	2	12762	5.35304409136729e-05	TRUE
DNA_vOTU_593	Sage1_R_100_16_sorted	0.000127163300323134	3	12762	8.02893671272412e-05	TRUE
DNA_vOTU_593	Sage1_R_113_16_sorted	0.000202517788724685	6	12762	0.00016621587572681	TRUE
DNA_vOTU_5930	Sage1_L_60_16_sorted	0.000322376985523765	4	5682	0.00025901930665157	TRUE
DNA_vOTU_5930	Sage1_L_80_16_sorted	9.39132476374949e-05	1	5682	6.01192379199517e-05	TRUE
DNA_vOTU_5931	Sage2_L_60_16_sorted	0.000124245651402201	2	7512	9.08991352895116e-05	TRUE
DNA_vOTU_5931	Sage2_L_80_16_sorted	7.10069675586917e-05	1	7512	4.54556187122095e-05	TRUE
DNA_vOTU_5932	Sage2_L_40_16_sorted	0.000928611184345432	15	7586	0.000698956819889959	TRUE
DNA_vOTU_5934	Sage1_L_40_16_sorted	9.98097376875331e-05	2	10688	6.38939182459821e-05	TRUE
DNA_vOTU_5934	Sage1_L_60_16_sorted	8.6293835709013e-05	2	10688	6.61524772862385e-05	TRUE
DNA_vOTU_5938	Sage2_L_40_16_sorted	0.000775761761649649	9	5104	0.000623553873267569	TRUE
DNA_vOTU_5938	Sage2_L_80_16_sorted	0.000139570384908952	2	5104	0.000134020471892995	TRUE
DNA_vOTU_5938	Sage2_R_60_16_sorted	6.97988919425904e-05	1	5104	6.70233906846104e-05	TRUE
DNA_vOTU_5939	Sage2_L_100_16_sorted	0.000394144144144144	5	6530	0.000282506852809087	TRUE
DNA_vOTU_5939	Sage2_L_40_16_sorted	0.000163875659343473	2	6530	0.000104906176723738	TRUE
DNA_vOTU_5939	Sage2_L_60_16_sorted	0.000920104278484895	14	6530	0.000758902112146329	TRUE
DNA_vOTU_5939	Sage2_L_80_16_sorted	0.000328382005543732	4	6530	0.000236937448090602	TRUE
DNA_vOTU_5939	Sage2_R_60_16_sorted	0.000153633430634506	2	6530	0.000118505125558297	TRUE
DNA_vOTU_5939	Sage2_R_80_16_sorted	0.000163875659343473	2	6530	0.000118505125558297	TRUE
DNA_vOTU_5941	Sage2_L_40_16_sorted	6.75062759740945e-05	1	5268	6.48219388926154e-05	TRUE
DNA_vOTU_5941	Sage2_R_40_16_sorted	0.000134986923141821	2	5268	0.000129619268089372	TRUE
DNA_vOTU_5942	Sage1_L_40_16_sorted	0.000153642946112046	2	6958	0.000105759392095014	TRUE
DNA_vOTU_5947	Sage1_L_100_16_sorted	5.77763333694435e-05	1	9231	3.69859335009647e-05	TRUE
DNA_vOTU_5949	Sage1_R_113_16_sorted	0.000176335743255158	2	5671	0.000120408094567944	TRUE
DNA_vOTU_5951	Sage2_L_100_16_sorted	0.00111380580256894	13	6190	0.000810634455082166	TRUE
DNA_vOTU_5951	Sage2_L_115_16_sorted	0.000172767519706295	2	6190	0.000110598364803176	TRUE
DNA_vOTU_5951	Sage2_L_80_16_sorted	0.000735122972624995	9	6190	0.000514701805761388	TRUE
DNA_vOTU_5953	Sage2_L_60_16_sorted	6.64388762338649e-05	1	7026	4.86072255335145e-05	TRUE
DNA_vOTU_5953	Sage2_R_80_16_sorted	0.000117042309213128	2	7026	9.72006127110051e-05	TRUE
DNA_vOTU_5961	Sage2_L_80_16_sorted	6.68186103559693e-05	3	24278	4.21884610117068e-05	TRUE
DNA_vOTU_5964	Sage2_L_60_16_sorted	0.000279721440606921	3	5740	0.000201677670104311	TRUE
DNA_vOTU_5964	Sage2_L_80_16_sorted	0.000174337517433752	2	5740	0.00011904363742936	TRUE
DNA_vOTU_5964	Sage2_R_60_16_sorted	9.68710646130001e-05	1	5740	5.95321974101841e-05	TRUE
DNA_vOTU_5965	Sage2_L_40_16_sorted	4.50602681085953e-05	1	11836	2.88456532736909e-05	TRUE
DNA_vOTU_5969	Sage1_L_100_16_sorted	0.000181032294720632	43	113271	0.000134207049297594	TRUE
DNA_vOTU_5969	Sage1_R_100_16_sorted	7.58247678260749e-05	17	113271	5.30707841531317e-05	TRUE
DNA_vOTU_5969	Sage1_R_60_16_sorted	6.72607990521246e-05	15	113271	4.68279896111882e-05	TRUE
DNA_vOTU_5969	Sage1_R_80_16_sorted	3.76490294527425e-05	8	113271	2.59975570188518e-05	TRUE
DNA_vOTU_5975	Sage1_L_20_16_sorted	0.000355495045760533	4	5940	0.000250467614090235	TRUE
DNA_vOTU_5975	Sage1_R_20_16_sorted	0.000536571666207597	6	5940	0.000360822486266433	TRUE
DNA_vOTU_5975	Sage2_L_20_16_sorted	0.000321403588376534	5	5940	0.000328122282737346	TRUE
DNA_vOTU_5975	Sage2_L_40_16_sorted	0.000700895119067725	49	5940	0.00362436311680435	TRUE
DNA_vOTU_5975	Sage2_R_20_16_sorted	0.000921363164353819	13	5940	0.000754192519611941	TRUE
DNA_vOTU_5975	Sage2_R_40_16_sorted	3.39962604113548e-05	11	5940	0.000818888024507085	TRUE
DNA_vOTU_598	Sage1_L_100_16_sorted	9.17881942358349e-05	2	11889	6.18953528637488e-05	TRUE
DNA_vOTU_5984	Sage1_R_100_16_sorted	0.000141205542317536	2	5036	0.000135590608477921	TRUE
DNA_vOTU_5986	Sage1_L_40_16_sorted	0.000100326059694006	1	5316	6.42244454754337e-05	TRUE
DNA_vOTU_5986	Sage1_R_40_16_sorted	9.40556809631302e-05	1	5316	6.6494688182659e-05	TRUE
DNA_vOTU_5987	Sage1_L_20_16_sorted	8.77853022322548e-05	1	5316	6.42244454754337e-05	TRUE
DNA_vOTU_5989	Sage1_L_40_16_sorted	0.00153227673591379	36	5289	0.00232828518228956	TRUE
DNA_vOTU_5989	Sage1_R_40_16_sorted	0.00219826408591304	44	5289	0.00284137595885868	TRUE
DNA_vOTU_5997	Sage2_L_100_16_sorted	0.000331757946436846	4	5995	0.000235853719685748	TRUE
DNA_vOTU_5997	Sage2_L_115_16_sorted	0.000137197100320745	2	5995	0.000113938645802572	TRUE
DNA_vOTU_5999	Sage2_R_115_16_sorted	0.000514475964436408	10	10112	0.000349570571972919	TRUE
DNA_vOTU_6	Sage1_L_113_16_sorted	0.000231018703629659	6	10004	0.000204768383934869	TRUE
DNA_vOTU_60	Sage1_L_60_16_sorted	0.000485487849682465	11	8472	0.000443503622298236	TRUE
DNA_vOTU_60	Sage1_L_80_16_sorted	0.000474878656696839	13	8472	0.000542540131160236	TRUE
DNA_vOTU_60	Sage1_R_60_16_sorted	0.000687474580496189	12	8472	0.000500865408967787	TRUE
DNA_vOTU_600	Sage1_L_100_16_sorted	0.000254672417334155	4	8115	0.000168289415722689	TRUE
DNA_vOTU_6001	Sage2_L_40_16_sorted	0.000355525616556267	6	5941	0.000344981965793943	TRUE
DNA_vOTU_6001	Sage2_L_60_16_sorted	0.00029559783727152	7	5941	0.000402411191283354	TRUE
DNA_vOTU_6001	Sage2_L_80_16_sorted	0.000269496378642412	5	5941	0.00028753339409416	TRUE
DNA_vOTU_6001	Sage2_R_100_16_sorted	0.000422888364956401	6	5941	0.000344981965793943	TRUE
DNA_vOTU_6001	Sage2_R_40_16_sorted	0.000336870473303015	5	5941	0.00028753339409416	TRUE
DNA_vOTU_6001	Sage2_R_60_16_sorted	0.000486426820826551	7	5941	0.000402411191283354	TRUE
DNA_vOTU_6001	Sage2_R_80_16_sorted	0.000356606319213697	5	5941	0.00028753339409416	TRUE
DNA_vOTU_6007	Sage2_L_60_16_sorted	5.34339892816156e-05	5	42217	4.5683091434838e-05	TRUE
DNA_vOTU_6007	Sage2_L_80_16_sorted	9.76482819429639e-05	8	42217	6.97262916211876e-05	TRUE
DNA_vOTU_6013	Sage1_L_100_16_sorted	0.000400978052392693	126	120614	0.000369325732692261	TRUE
DNA_vOTU_6013	Sage1_L_113_16_sorted	1.4386061013498e-05	17	120614	4.98747413450684e-05	TRUE
DNA_vOTU_6013	Sage1_R_113_16_sorted	0.000144825729752054	58	120614	0.000170102998622585	TRUE
DNA_vOTU_6014	Sage1_R_100_16_sorted	0.000132698653327517	19	76604	9.13603363461694e-05	TRUE
DNA_vOTU_6014	Sage1_R_60_16_sorted	0.000410466496588274	66	76604	0.000317162148427561	TRUE
DNA_vOTU_6014	Sage1_R_80_16_sorted	0.000286562422560855	45	76604	0.00021630624638363	TRUE
DNA_vOTU_6015	Sage1_L_100_16_sorted	0.000377594838035245	79	98649	0.000283115446976177	TRUE
DNA_vOTU_6015	Sage1_R_100_16_sorted	0.000166991165986997	32	98649	0.000114734345577382	TRUE
DNA_vOTU_6016	Sage2_L_80_16_sorted	7.76969233597097e-05	31	197136	5.37086384821507e-05	TRUE
DNA_vOTU_6016	Sage2_R_80_16_sorted	0.000224731640997545	93	197136	0.000166769017984864	TRUE
DNA_vOTU_6017	Sage1_L_20_16_sorted	0.000833292645215891	12	6835	0.000600118035120678	TRUE
DNA_vOTU_6017	Sage1_R_20_16_sorted	0.000714483342284719	12	6835	0.000646732547412136	TRUE
DNA_vOTU_6017	Sage2_L_20_16_sorted	0.000491656491656492	10	6835	0.00050024491157129	TRUE
DNA_vOTU_6017	Sage2_L_40_16_sorted	0.000393976393976394	10	6835	0.00050024491157129	TRUE
DNA_vOTU_6017	Sage2_R_20_16_sorted	0.000657868733158026	12	6835	0.000621331353236881	TRUE
DNA_vOTU_6017	Sage2_R_40_16_sorted	0.000400605794127705	8	6835	0.000400313237165359	TRUE
DNA_vOTU_6018	Sage2_R_20_16_sorted	0.000164177033714101	5	15445	0.000114433720420529	TRUE
DNA_vOTU_6019	Sage1_L_40_16_sorted	0.000233677243864619	5	10997	0.000175402460946642	TRUE
DNA_vOTU_6019	Sage2_L_40_16_sorted	0.000100515140092977	2	10997	6.6952401983178e-05	TRUE
DNA_vOTU_6019	Sage2_R_40_16_sorted	0.000165762050597855	4	10997	0.000124230747620269	TRUE
DNA_vOTU_6019	Sage2_R_60_16_sorted	5.45950864422202e-05	1	10997	4.36760691537762e-05	TRUE
DNA_vOTU_6021	Sage1_L_100_16_sorted	0.00135404221425727	18	5057	0.00126697405870615	TRUE
DNA_vOTU_6021	Sage1_L_113_16_sorted	0.00139829195982123	18	5057	0.00122371739120934	TRUE
DNA_vOTU_6021	Sage1_L_40_16_sorted	0.000802513095633734	11	5057	0.000775342649285976	TRUE
DNA_vOTU_6021	Sage1_L_80_16_sorted	0.00197678275290216	21	5057	0.00142681794927274	TRUE
DNA_vOTU_6021	Sage1_R_100_16_sorted	0.00112461535055677	15	5057	0.00105644280448002	TRUE
DNA_vOTU_6021	Sage1_R_113_16_sorted	0.000805987334484744	14	5057	0.00107601614902604	TRUE
DNA_vOTU_6021	Sage1_R_60_16_sorted	0.00278439678757391	32	5057	0.00224613669502154	TRUE
DNA_vOTU_6026	Sage2_R_40_16_sorted	0.000422124390818342	5	6133	0.000288183403211328	TRUE
DNA_vOTU_6029	Sage1_R_60_16_sorted	6.97031083229868e-05	2	5101	0.000133862831659441	TRUE
DNA_vOTU_6031	Sage1_R_40_16_sorted	0.000405706059416307	4	5094	0.000268093562738442	TRUE
DNA_vOTU_6041	Sage2_L_80_16_sorted	9.42314859742762e-05	9	47417	6.48246739378209e-05	TRUE
DNA_vOTU_6041	Sage2_R_80_16_sorted	0.000206819555127053	23	47417	0.000178478314399805	TRUE
DNA_vOTU_6042	Sage2_L_80_16_sorted	5.48655848516379e-05	5	43106	4.10838868408897e-05	TRUE
DNA_vOTU_6042	Sage2_R_40_16_sorted	0.000828692053139231	82	43106	0.000649609171777322	TRUE
DNA_vOTU_6042	Sage2_R_60_16_sorted	8.16119917974783e-05	7	43106	5.55511148954451e-05	TRUE
DNA_vOTU_6042	Sage2_R_80_16_sorted	0.00036266271979894	33	43106	0.000270977284856614	TRUE
DNA_vOTU_6044	Sage2_L_60_16_sorted	0.000192592592592593	15	34502	0.000148442240064089	TRUE
DNA_vOTU_6044	Sage2_L_80_16_sorted	4.63929482718627e-05	3	34502	2.96987780225648e-05	TRUE
DNA_vOTU_6045	Sage2_L_80_16_sorted	1.72398931126627e-05	1	30936	1.10362410184706e-05	TRUE
DNA_vOTU_6049	Sage2_L_60_16_sorted	8.24572253143682e-05	1	6468	5.2785583201516e-05	TRUE
DNA_vOTU_605	Sage1_R_60_16_sorted	0.000195374046763723	2	5289	0.000133668278456803	TRUE
DNA_vOTU_6050	Sage1_L_40_16_sorted	0.00153364713934785	19	5548	0.00133890438360315	TRUE
DNA_vOTU_6050	Sage1_L_60_16_sorted	0.00148594634627134	23	5548	0.00161959529230929	TRUE
DNA_vOTU_6050	Sage1_R_40_16_sorted	0.00116878103712991	15	5548	0.000969516627479471	TRUE
DNA_vOTU_6050	Sage1_R_60_16_sorted	0.00138604779050116	25	5548	0.00175978705571033	TRUE
DNA_vOTU_6050	Sage2_L_100_16_sorted	0.00166804377763282	21	5548	0.00135583580090581	TRUE
DNA_vOTU_6050	Sage2_L_115_16_sorted	0.00164284119153478	19	5548	0.00122715685824982	TRUE
DNA_vOTU_6050	Sage2_L_40_16_sorted	0.00166957821639333	25	5548	0.00161291185608238	TRUE
DNA_vOTU_6050	Sage2_L_60_16_sorted	0.00176920403197775	26	5548	0.0016771222302654	TRUE
DNA_vOTU_6050	Sage2_L_80_16_sorted	0.00219708946451011	28	5548	0.00180547270095083	TRUE
DNA_vOTU_6050	Sage2_R_100_16_sorted	0.00219876028270189	26	5548	0.0016771222302654	TRUE
DNA_vOTU_6050	Sage2_R_60_16_sorted	0.00215371915189433	26	5548	0.0016771222302654	TRUE
DNA_vOTU_6050	Sage2_R_80_16_sorted	0.0019262369910535	23	5548	0.00148442076587865	TRUE
DNA_vOTU_6053	Sage1_L_100_16_sorted	5.29198392880997e-05	32	173087	6.31493853967272e-05	TRUE
DNA_vOTU_6053	Sage1_L_113_16_sorted	9.47845385611245e-05	48	173087	9.4715318701888e-05	TRUE
DNA_vOTU_6053	Sage1_L_80_16_sorted	0.00014423718175582	58	173087	0.000118486391217812	TRUE
DNA_vOTU_6053	Sage1_R_100_16_sorted	7.14156810082456e-05	33	173087	6.51224272775658e-05	TRUE
DNA_vOTU_6053	Sage1_R_113_16_sorted	0.000125325834328492	84	173087	0.000171575199583019	TRUE
DNA_vOTU_6053	Sage1_R_80_16_sorted	2.38941719416905e-05	9	173087	1.77631261053077e-05	TRUE
DNA_vOTU_6055	Sage1_L_113_16_sorted	0.000678842026890904	7	5074	0.000471013020305841	TRUE
DNA_vOTU_6065	Sage2_L_20_16_sorted	0.000329715620277511	8	7281	0.000375235226978877	TRUE
DNA_vOTU_6065	Sage2_R_20_16_sorted	0.000357191921967303	8	7281	0.000375235226978877	TRUE
DNA_vOTU_6066	Sage1_L_40_16_sorted	0.000421674045962471	5	5798	0.000294477447082461	TRUE
DNA_vOTU_6066	Sage1_R_40_16_sorted	0.000360339639277021	5	5798	0.000294477447082461	TRUE
DNA_vOTU_6066	Sage1_R_60_16_sorted	0.000325895253431485	4	5798	0.000235622603276332	TRUE
DNA_vOTU_6066	Sage2_L_60_16_sorted	0.000345065562456867	4	5798	0.000235622603276332	TRUE
DNA_vOTU_6080	Sage1_L_40_16_sorted	0.00198958946998675	23	5757	0.00141665316862125	TRUE
DNA_vOTU_6080	Sage2_L_100_16_sorted	0.00121269025474225	15	5757	0.000963017601898154	TRUE
DNA_vOTU_6080	Sage2_L_115_16_sorted	0.000809315866084425	9	5757	0.000555698141731203	TRUE
DNA_vOTU_6080	Sage2_L_80_16_sorted	0.000617283950617284	8	5757	0.000494040198992334	TRUE
DNA_vOTU_6081	Sage2_L_100_16_sorted	0.000900795049543728	14	5695	0.000907845779235066	TRUE
DNA_vOTU_6081	Sage2_L_115_16_sorted	0.00228942022190967	28	5695	0.00174008462493186	TRUE
DNA_vOTU_6081	Sage2_R_100_16_sorted	0.00140103362129794	15	5695	0.000934323601001802	TRUE
DNA_vOTU_6082	Sage2_R_40_16_sorted	0.000778071592022836	93	51813	0.00063452635451849	TRUE
DNA_vOTU_6082	Sage2_R_60_16_sorted	2.06238721319928e-05	4	51813	2.64050388358396e-05	TRUE
DNA_vOTU_6082	Sage2_R_80_16_sorted	0.000197358025714071	19	51813	0.000135127120457573	TRUE
DNA_vOTU_6086	Sage2_L_80_16_sorted	1.13203008369947e-05	1	47113	7.24677163728494e-06	TRUE
DNA_vOTU_6089	Sage1_L_40_16_sorted	0.000876390084730205	12	6144	0.000719212103141009	TRUE
DNA_vOTU_6089	Sage2_L_60_16_sorted	0.000445676395456275	6	6144	0.000345820083853594	TRUE
DNA_vOTU_6092	Sage1_L_100_16_sorted	0.000267854053544562	53	93149	0.000201174153640596	TRUE
DNA_vOTU_6092	Sage1_R_100_16_sorted	0.00020766711346974	39	93149	0.000148056068785042	TRUE
DNA_vOTU_6093	Sage2_L_100_16_sorted	0.000299481255682122	4	6235	0.00023612188358643	TRUE
DNA_vOTU_6093	Sage2_L_115_16_sorted	0.000244219833502683	4	6235	0.000226847914249328	TRUE
DNA_vOTU_6094	Sage2_L_40_16_sorted	0.0006859410430839	9	5880	0.000541049636294411	TRUE
DNA_vOTU_6096	Sage2_L_40_16_sorted	0.000242509583039975	5	8530	0.000200315156153136	TRUE
DNA_vOTU_6096	Sage2_L_60_16_sorted	0.000376199601824382	6	8530	0.00025901930665157	TRUE
DNA_vOTU_6096	Sage2_L_80_16_sorted	0.000302449580872671	6	8530	0.000240349983912288	TRUE
DNA_vOTU_6096	Sage2_R_60_16_sorted	0.000119979134063641	3	8530	0.000120217307094157	TRUE
DNA_vOTU_61	Sage1_L_20_16_sorted	0.00140766104002723	15	5556	0.000994603329695137	TRUE
DNA_vOTU_61	Sage2_L_20_16_sorted	0.000895863395863396	10	5556	0.00063760058149173	TRUE
DNA_vOTU_61	Sage2_R_20_16_sorted	0.000509426393902928	6	5556	0.000369765868751703	TRUE
DNA_vOTU_610	Sage1_R_113_16_sorted	0.000177262106196116	4	11092	0.000123791570756855	TRUE
DNA_vOTU_610	Sage1_R_60_16_sorted	0.000601311586640331	14	11092	0.000448179738571474	TRUE
DNA_vOTU_610	Sage2_L_80_16_sorted	0.00107372063893803	35	11092	0.00122015932292612	TRUE
DNA_vOTU_610	Sage2_R_80_16_sorted	0.00108646794162039	25	11092	0.000832210542609596	TRUE
DNA_vOTU_6101	Sage2_R_60_16_sorted	0.000742020085716113	9	5211	0.000635469646111493	TRUE
DNA_vOTU_6102	Sage1_L_100_16_sorted	0.00222477393426152	45	6967	0.00249108251770151	TRUE
DNA_vOTU_6105	Sage1_L_100_16_sorted	0.000667105818179717	7	5507	0.000468794771694554	TRUE
DNA_vOTU_6105	Sage1_L_113_16_sorted	0.000884465119502413	10	5507	0.000669341322718855	TRUE
DNA_vOTU_6105	Sage1_R_100_16_sorted	0.000634920634920635	8	5507	0.00049705863824918	TRUE
DNA_vOTU_6105	Sage1_R_113_16_sorted	0.00072566070201574	11	5507	0.00073614153802912	TRUE
DNA_vOTU_6106	Sage2_L_40_16_sorted	0.000514161220043573	8	5108	0.000535556317093969	TRUE
DNA_vOTU_6106	Sage2_L_60_16_sorted	0.00117119470567746	12	5108	0.000802704903167881	TRUE
DNA_vOTU_6106	Sage2_R_40_16_sorted	0.00100205605790556	11	5108	0.000761972052943204	TRUE
DNA_vOTU_6106	Sage2_R_60_16_sorted	0.00124907516211864	14	5108	0.000936122234638401	TRUE
DNA_vOTU_6107	Sage2_L_40_16_sorted	0.000195304207531949	2	5236	0.00013046127326993	TRUE
DNA_vOTU_6107	Sage2_L_80_16_sorted	0.000101917319574495	1	5236	6.52431018817897e-05	TRUE
DNA_vOTU_6107	Sage2_R_80_16_sorted	0.000271675687148467	3	5236	0.000195654528451235	TRUE
DNA_vOTU_611	Sage1_L_80_16_sorted	0.000167930760855524	4	12049	0.000113408786629266	TRUE
DNA_vOTU_611	Sage1_R_100_16_sorted	4.43004679236924e-05	1	12049	2.83592617449461e-05	TRUE
DNA_vOTU_611	Sage1_R_113_16_sorted	0.000247241595630835	6	12049	0.000170084931325509	TRUE
DNA_vOTU_611	Sage1_R_80_16_sorted	8.30564784053156e-05	2	12049	5.67138126490707e-05	TRUE
DNA_vOTU_6121	Sage2_L_60_16_sorted	9.46969696969697e-05	1	5632	6.0620943207991e-05	TRUE
DNA_vOTU_6125	Sage2_L_115_16_sorted	2.38168146711578e-05	4	78387	1.74245765105341e-05	TRUE
DNA_vOTU_6125	Sage2_L_80_16_sorted	4.42289699753338e-05	8	78387	3.48473745493652e-05	TRUE
DNA_vOTU_6125	Sage2_R_80_16_sorted	6.16022789198095e-05	11	78387	4.96069732744239e-05	TRUE
DNA_vOTU_6126	Sage2_L_80_16_sorted	8.77716532668609e-06	1	61035	6.31891424804582e-06	TRUE
DNA_vOTU_6127	Sage2_L_80_16_sorted	4.75074898526971e-06	1	74842	4.56183896939426e-06	TRUE
DNA_vOTU_6127	Sage2_R_80_16_sorted	7.42304528948392e-06	1	74842	4.56183896939426e-06	TRUE
DNA_vOTU_6130	Sage2_L_60_16_sorted	0.00122628221062226	14	5372	0.000891096221115525	TRUE
DNA_vOTU_6130	Sage2_R_40_16_sorted	0.00103402544655808	12	5372	0.00079109085202316	TRUE
DNA_vOTU_6130	Sage2_R_60_16_sorted	0.000775290215588723	10	5372	0.000659488362647417	TRUE
DNA_vOTU_6132	Sage1_R_40_16_sorted	0.000956093070218421	16	5351	0.00115449932611256	TRUE
DNA_vOTU_6132	Sage2_L_60_16_sorted	0.000548191785305187	6	5351	0.000413799728320774	TRUE
DNA_vOTU_6133	Sage1_L_100_16_sorted	0.000415447496096891	101	99071	0.000360459402704607	TRUE
DNA_vOTU_6133	Sage1_L_113_16_sorted	1.79629760609663e-05	24	99071	8.27937197661665e-05	TRUE
DNA_vOTU_6133	Sage1_R_113_16_sorted	0.000111902396866284	50	99071	0.00017853717984697	TRUE
DNA_vOTU_6134	Sage1_L_100_16_sorted	4.98493350874656e-05	9	94567	3.25135108439232e-05	TRUE
DNA_vOTU_6134	Sage1_L_113_16_sorted	0.000128598918311475	25	94567	9.34919972861143e-05	TRUE
DNA_vOTU_6134	Sage1_L_80_16_sorted	2.22721413807317e-05	4	94567	1.49620436553307e-05	TRUE
DNA_vOTU_6134	Sage1_R_100_16_sorted	3.52715023896443e-05	7	94567	2.52888213854488e-05	TRUE
DNA_vOTU_6134	Sage1_R_113_16_sorted	0.000185288449704051	35	94567	0.000130874950369348	TRUE
DNA_vOTU_6134	Sage1_R_60_16_sorted	3.24501255678772e-05	6	94567	2.33600858227305e-05	TRUE
DNA_vOTU_6134	Sage1_R_80_16_sorted	2.63618069402013e-05	5	94567	1.87023566648157e-05	TRUE
DNA_vOTU_6135	Sage1_L_40_16_sorted	0.000204695196059618	2	5211	0.000131037095431743	TRUE
DNA_vOTU_614	Sage1_L_60_16_sorted	0.000132904272296785	7	21281	0.000127135602444377	TRUE
DNA_vOTU_614	Sage1_L_80_16_sorted	0.00109307901891094	48	21281	0.000797486209540926	TRUE
DNA_vOTU_614	Sage1_R_60_16_sorted	0.000154880569290741	7	21281	0.000112546271016333	TRUE
DNA_vOTU_614	Sage1_R_80_16_sorted	0.000267552129692532	11	21281	0.000183075633794866	TRUE
DNA_vOTU_6140	Sage2_R_100_16_sorted	0.00039052438284684	5	5731	0.000356101260954565	TRUE
DNA_vOTU_6143	Sage1_L_60_16_sorted	9.48047023132347e-05	1	5274	6.70242249486187e-05	TRUE
DNA_vOTU_6144	Sage2_L_80_16_sorted	3.7829083472237e-05	1	9400	3.63248379771684e-05	TRUE
DNA_vOTU_6144	Sage2_R_100_16_sorted	0.000108747044917258	2	9400	7.52097366763862e-05	TRUE
DNA_vOTU_6144	Sage2_R_80_16_sorted	3.7829083472237e-05	1	9400	3.63248379771684e-05	TRUE
DNA_vOTU_6149	Sage1_L_20_16_sorted	0.000675843253968254	7	5120	0.00048328131575256	TRUE
DNA_vOTU_6152	Sage1_L_100_16_sorted	0.00420497469888105	69	6251	0.00407114301343814	TRUE
DNA_vOTU_6152	Sage1_R_113_16_sorted	0.00150290885585003	21	6251	0.00119961231576589	TRUE
DNA_vOTU_6156	Sage1_L_100_16_sorted	9.69898507049084e-05	2	9626	7.09585684604397e-05	TRUE
