replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
Sage2_L_80_16_scaffold_238	Sage2_L_80_16_scaffold_238_35	Type_I_MTases	812791	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_238_RM_Type_I_87	1	1	0.667	2.000	1	Type_I_MTases	mandatory	806	2.1e-87	299.900	0.891	0.546	2	441		
Sage2_L_80_16_scaffold_238	Sage2_L_80_16_scaffold_238_37	Type_I_REases	812793	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_238_RM_Type_I_87	1	1	0.667	2.000	1	Type_I_REases	mandatory	451	3.2e-55	194.100	0.408	0.973	5	443		
Sage2_L_80_16_scaffold_2471	Sage2_L_80_16_scaffold_2471_6	Type_IV_REases	842295	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_2471_RM_Type_IV_245	1	1	1.000	1.000	2	Type_IV_REases	mandatory	394	2.2e-51	182.300	0.746	0.916	24	384		
Sage2_L_80_16_scaffold_2471	Sage2_L_80_16_scaffold_2471_7	Type_IV_REases	842296	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_2471_RM_Type_IV_245	1	1	1.000	1.000	2	Type_IV_REases	mandatory	708	8.7e-61	212.900	0.601	0.340	442	682		
Sage2_L_80_16_scaffold_2471	Sage2_L_80_16_scaffold_2471_8	Type_IIG	842297	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_2471_RM_Type_IIG_244	1	1	1.000	1.000	1	Type_IIG	mandatory	1349	1.1e-268	901.600	1.169	0.979	4	1323		
Sage2_L_80_16_scaffold_26292	Sage2_L_80_16_scaffold_26292_5	Type_II_REases	520883	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_26292_RM_Type_II_360	1	1	1.000	2.000	1	Type_II_REases	mandatory	275	1.5e-21	83.900	0.897	0.884	18	260		
Sage2_L_80_16_scaffold_26292	Sage2_L_80_16_scaffold_26292_6	Type_II_MTases	520884	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_26292_RM_Type_II_360	1	1	1.000	2.000	1	Type_II_MTases	mandatory	213	9.1e-76	260.000	0.505	0.869	7	191		
Sage2_L_80_16_scaffold_26332	Sage2_L_80_16_scaffold_26332_3	Type_I_REases	868500	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_26332_RM_Type_I_88	1	1	1.000	2.500	1	Type_I_REases	mandatory	899	3e-124	422.500	0.577	0.685	11	626		
Sage2_L_80_16_scaffold_26332	Sage2_L_80_16_scaffold_26332_4	Type_I_MTases	868501	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_26332_RM_Type_I_88	1	1	1.000	2.500	1	Type_I_MTases	mandatory	473	2.1e-161	544.300	0.953	0.989	2	469		
Sage2_L_80_16_scaffold_26332	Sage2_L_80_16_scaffold_26332_5	Type_I_S	868502	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_26332_RM_Type_I_88	1	1	1.000	2.500	1	Type_I_S	accessory	348	3e-61	214.100	0.413	0.989	4	347		
Sage2_L_80_16_scaffold_268	Sage2_L_80_16_scaffold_268_18	Type_I_S	812861	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_268_RM_Type_I_89	1	1	1.000	2.500	1	Type_I_S	accessory	536	6.4e-73	252.600	0.589	0.869	6	471		
Sage2_L_80_16_scaffold_268	Sage2_L_80_16_scaffold_268_19	Type_I_MTases	812862	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_268_RM_Type_I_89	1	1	1.000	2.500	1	Type_I_MTases	mandatory	485	4.9e-205	688.200	0.955	0.979	2	476		
Sage2_L_80_16_scaffold_268	Sage2_L_80_16_scaffold_268_20	Type_I_REases	812863	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_268_RM_Type_I_89	1	1	1.000	2.500	1	Type_I_REases	mandatory	1129	7.2e-189	636.300	0.854	0.778	246	1123		
Sage2_L_80_16_scaffold_2743	Sage2_L_80_16_scaffold_2743_11	Type_IIG	1285485	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_2743_RM_Type_IIG_246	1	1	1.000	1.000	1	Type_IIG	mandatory	1029	1.8e-161	545.900	0.980	0.986	13	1027		
Sage2_L_80_16_scaffold_29	Sage2_L_80_16_scaffold_29_23	Type_I_REases	1203475	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_29_RM_Type_I_121	1	1	1.000	2.500	1	Type_I_REases	mandatory	799	2.5e-192	647.700	0.607	0.740	4	594		
Sage2_L_80_16_scaffold_29	Sage2_L_80_16_scaffold_29_24	Type_I_MTases	1203476	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_29_RM_Type_I_121	1	1	1.000	2.500	1	Type_I_MTases	mandatory	482	1.2e-176	594.300	0.951	0.973	4	472		
Sage2_L_80_16_scaffold_29	Sage2_L_80_16_scaffold_29_25	Type_I_S	1203477	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_29_RM_Type_I_121	1	1	1.000	2.500	1	Type_I_S	accessory	543	1.3e-36	132.500	0.295	0.462	23	273		
Sage2_L_80_16_scaffold_2989	Sage2_L_80_16_scaffold_2989_9	Type_I_MTases	1280883	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_2989_RM_Type_I_90	1	1	1.000	2.500	1	Type_I_MTases	mandatory	619	6.5e-129	437.300	0.980	0.827	107	618		
Sage2_L_80_16_scaffold_2989	Sage2_L_80_16_scaffold_2989_10	Type_I_S	1280884	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_2989_RM_Type_I_90	1	1	1.000	2.500	1	Type_I_S	accessory	430	3e-71	246.500	0.581	0.965	3	417		
Sage2_L_80_16_scaffold_2989	Sage2_L_80_16_scaffold_2989_15	Type_I_REases	1280889	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_2989_RM_Type_I_90	1	1	1.000	2.500	1	Type_I_REases	mandatory	976	5.7e-138	468.100	0.976	0.963	23	962		
Sage2_L_80_16_scaffold_3255	Sage2_L_80_16_scaffold_3255_9	Type_III_REases	1279940	defense-finder-models/RM/RM/RM_Type_III	Sage2_L_80_16_scaffold_3255_RM_Type_III_122	1	1	1.000	2.000	1	Type_III_REases	mandatory	1130	1e-19	76.400	0.396	0.388	111	548		
Sage2_L_80_16_scaffold_3255	Sage2_L_80_16_scaffold_3255_13	Type_III_MTases	1279944	defense-finder-models/RM/RM/RM_Type_III	Sage2_L_80_16_scaffold_3255_RM_Type_III_122	1	1	1.000	2.000	1	Type_III_MTases	mandatory	690	2.9e-71	247.500	0.736	0.686	2	474		
Sage2_L_80_16_scaffold_32917	Sage2_L_80_16_scaffold_32917_1	Type_I_REases	868148	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_32917_RM_Type_I_91	1	1	1.000	2.500	1	Type_I_REases	mandatory	369	9.6e-86	295.200	0.351	0.981	7	368		
Sage2_L_80_16_scaffold_32917	Sage2_L_80_16_scaffold_32917_2	Type_I_S	868149	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_32917_RM_Type_I_91	1	1	1.000	2.500	1	Type_I_S	accessory	430	1.8e-73	253.800	0.589	0.974	9	427		
Sage2_L_80_16_scaffold_32917	Sage2_L_80_16_scaffold_32917_3	Type_I_MTases	868150	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_32917_RM_Type_I_91	1	1	1.000	2.500	1	Type_I_MTases	mandatory	827	5e-147	497.100	0.990	0.994	2	823		
Sage2_L_80_16_scaffold_3395	Sage2_L_80_16_scaffold_3395_19	Type_IIG	579293	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_3395_RM_Type_IIG_247	1	1	1.000	1.000	1	Type_IIG	mandatory	522	3.1e-112	382.400	0.424	0.778	1	406		
Sage2_L_80_16_scaffold_4	Sage2_L_80_16_scaffold_4_258	Type_IIG	881577	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_4_RM_Type_IIG_251	1	1	1.000	1.000	1	Type_IIG	mandatory	1126	1.2e-93	321.400	0.776	0.819	185	1106		
Sage2_L_80_16_scaffold_4	Sage2_L_80_16_scaffold_4_305	Type_II_MTases	881624	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_4_RM_Type_II_250	1	1	1.000	2.000	1	Type_II_MTases	mandatory	548	3.9e-58	203.700	0.760	0.484	2	266		
Sage2_L_80_16_scaffold_4	Sage2_L_80_16_scaffold_4_307	Type_II_REases	881626	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_4_RM_Type_II_250	1	1	1.000	2.000	1	Type_II_REases	mandatory	445	9.8e-33	120.600	1.172	0.836	6	377		
Sage2_L_80_16_scaffold_45122	Sage2_L_80_16_scaffold_45122_4	Type_IIG	843129	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_45122_RM_Type_IIG_248	1	1	1.000	1.000	1	Type_IIG	mandatory	1158	1.6e-244	821.500	0.953	0.964	1	1116		
Sage2_L_80_16_scaffold_45196	Sage2_L_80_16_scaffold_45196_7	Type_IIG	523107	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_45196_RM_Type_IIG_249	1	1	1.000	1.000	1	Type_IIG	mandatory	1116	1.6e-207	698.500	1.198	0.943	31	1082		
Sage2_L_80_16_scaffold_4848	Sage2_L_80_16_scaffold_4848_2	Type_II_REases	1279510	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_4848_RM_Type_II_361	1	1	1.000	2.000	1	Type_II_REases	mandatory	245	2.3e-17	70.700	0.630	0.816	38	237		
Sage2_L_80_16_scaffold_4848	Sage2_L_80_16_scaffold_4848_3	Type_II_MTases	1279511	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_4848_RM_Type_II_361	1	1	1.000	2.000	1	Type_II_MTases	mandatory	382	8.4e-38	136.400	0.617	0.594	80	306		
Sage2_L_80_16_scaffold_531	Sage2_L_80_16_scaffold_531_11	Type_II_REases	1281711	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_531_RM_Type_II_363	1	1	1.000	2.000	1	Type_II_REases	mandatory	316	8e-08	38.200	0.477	0.389	163	285		
Sage2_L_80_16_scaffold_531	Sage2_L_80_16_scaffold_531_13	Type_II_MTases	1281713	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_531_RM_Type_II_363	1	1	1.000	2.000	1	Type_II_MTases	mandatory	372	3.6e-63	220.200	0.981	0.895	18	350		
Sage2_L_80_16_scaffold_5312	Sage2_L_80_16_scaffold_5312_9	Type_II_MTases	635019	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_5312_RM_Type_II_362	1	1	1.000	2.000	1	Type_II_MTases	mandatory	374	1.5e-30	112.800	0.656	0.735	88	362		
Sage2_L_80_16_scaffold_5312	Sage2_L_80_16_scaffold_5312_10	Type_II_REases	635020	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_5312_RM_Type_II_362	1	1	1.000	2.000	1	Type_II_REases	mandatory	201	5.1e-06	33.300	0.615	0.900	16	196		
Sage2_L_80_16_scaffold_5366	Sage2_L_80_16_scaffold_5366_6	Type_IIG	1280293	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_5366_RM_Type_IIG_252	1	1	1.000	1.000	1	Type_IIG	mandatory	970	1.7e-232	780.400	0.998	0.967	6	943		
Sage2_L_80_16_scaffold_538	Sage2_L_80_16_scaffold_538_40	Type_IV_REases	317209	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_538_RM_Type_IV_440	1	1	1.000	1.000	1	Type_IV_REases	mandatory	219	2.7e-32	119.400	0.423	0.973	2	214		
Sage2_L_80_16_scaffold_5464	Sage2_L_80_16_scaffold_5464_18	Type_IIG	1280312	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_5464_RM_Type_IIG_253	1	1	1.000	1.000	1	Type_IIG	mandatory	972	4.2e-239	802.200	1.000	0.956	5	933		
Sage2_L_80_16_scaffold_59	Sage2_L_80_16_scaffold_59_23	Type_IV_REases	811900	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_59_RM_Type_IV_441	1	1	1.000	1.000	2	Type_IV_REases	mandatory	354	2.8e-64	223.500	0.817	0.955	4	341		
Sage2_L_80_16_scaffold_59	Sage2_L_80_16_scaffold_59_24	Type_IV_REases	811901	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_59_RM_Type_IV_441	1	1	1.000	1.000	2	Type_IV_REases	mandatory	746	2.6e-76	264.200	0.713	0.395	442	736		
Sage2_L_80_16_scaffold_6004	Sage2_L_80_16_scaffold_6004_9	Type_I_MTases	1278776	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_6004_RM_Type_I_92	1	1	1.000	2.500	1	Type_I_MTases	mandatory	705	9.3e-132	446.700	0.988	0.997	2	704		
Sage2_L_80_16_scaffold_6004	Sage2_L_80_16_scaffold_6004_10	Type_I_S	1278777	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_6004_RM_Type_I_92	1	1	1.000	2.500	1	Type_I_S	accessory	402	6.9e-46	163.300	0.453	0.965	13	400		
Sage2_L_80_16_scaffold_6004	Sage2_L_80_16_scaffold_6004_12	Type_I_REases	1278779	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_6004_RM_Type_I_92	1	1	1.000	2.500	1	Type_I_REases	mandatory	1142	5e-114	388.800	0.714	0.650	354	1095		
Sage2_L_80_16_scaffold_6067	Sage2_L_80_16_scaffold_6067_2	Type_II_MTases	1278796	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_6067_RM_Type_II_364	1	1	1.000	2.000	1	Type_II_MTases	mandatory	428	7.4e-56	196.100	1.005	0.846	30	391		
Sage2_L_80_16_scaffold_6067	Sage2_L_80_16_scaffold_6067_3	Type_II_REases	1278797	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_6067_RM_Type_II_364	1	1	1.000	2.000	1	Type_II_REases	mandatory	751	9e-14	58.000	0.794	0.374	1	281		
Sage2_L_80_16_scaffold_6234	Sage2_L_80_16_scaffold_6234_13	Type_IV_REases	313200	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_6234_RM_Type_IV_442	1	1	1.000	1.000	1	Type_IV_REases	mandatory	472	4.5e-79	272.600	0.829	0.824	70	458		
Sage2_L_80_16_scaffold_6238	Sage2_L_80_16_scaffold_6238_18	Type_IIG	519760	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_6238_RM_Type_IIG_254	1	1	1.000	1.000	1	Type_IIG	mandatory	822	1.3e-235	790.700	0.724	0.906	54	798		
Sage2_L_80_16_scaffold_6687	Sage2_L_80_16_scaffold_6687_9	Type_IIG	1284434	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_6687_RM_Type_IIG_255	1	1	1.000	1.000	1	Type_IIG	mandatory	1021	1.4e-239	803.800	0.997	0.977	3	1000		
Sage2_L_80_16_scaffold_6687	Sage2_L_80_16_scaffold_6687_10	Type_IV_REases	1284435	defense-finder-models/RM/RM/RM_Type_IV	Sage2_L_80_16_scaffold_6687_RM_Type_IV_256	1	1	1.000	1.000	1	Type_IV_REases	mandatory	307	4.1e-56	196.900	0.442	0.622	113	303		
Sage2_L_80_16_scaffold_679	Sage2_L_80_16_scaffold_679_19	Type_IIG	813278	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_L_80_16_scaffold_679_RM_Type_IIG_257	1	1	1.000	1.000	1	Type_IIG	mandatory	988	2e-199	671.500	1.022	0.966	33	986		
Sage2_L_80_16_scaffold_6795	Sage2_L_80_16_scaffold_6795_5	Type_I_REases	1279002	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_6795_RM_Type_I_93	1	1	0.667	2.000	1	Type_I_REases	mandatory	845	3.2e-84	290.000	0.560	0.738	5	628		
Sage2_L_80_16_scaffold_6795	Sage2_L_80_16_scaffold_6795_6	Type_I_MTases	1279003	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_6795_RM_Type_I_93	1	1	0.667	2.000	1	Type_I_MTases	mandatory	838	6.8e-90	308.100	0.859	0.523	1	438		
Sage2_L_80_16_scaffold_6918	Sage2_L_80_16_scaffold_6918_2	Type_III_MTases	1279040	defense-finder-models/RM/RM/RM_Type_III	Sage2_L_80_16_scaffold_6918_RM_Type_III_123	1	1	1.000	2.000	1	Type_III_MTases	mandatory	978	8.9e-64	222.700	0.644	0.472	95	556		
Sage2_L_80_16_scaffold_6918	Sage2_L_80_16_scaffold_6918_6	Type_III_REases	1279044	defense-finder-models/RM/RM/RM_Type_III	Sage2_L_80_16_scaffold_6918_RM_Type_III_123	1	1	1.000	2.000	1	Type_III_REases	mandatory	1037	0.00026	25.500	0.220	0.285	155	450		
Sage2_L_80_16_scaffold_7148	Sage2_L_80_16_scaffold_7148_2	Type_II_MTases	312779	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_7148_RM_Type_II_365	1	1	1.000	2.000	1	Type_II_MTases	mandatory	334	2.7e-48	171.000	0.847	0.931	2	312		
Sage2_L_80_16_scaffold_7148	Sage2_L_80_16_scaffold_7148_3	Type_II_REases	312780	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_7148_RM_Type_II_365	1	1	1.000	2.000	1	Type_II_REases	mandatory	254	3e-28	105.900	0.905	0.843	37	250		
Sage2_L_80_16_scaffold_7702	Sage2_L_80_16_scaffold_7702_2	Type_III_REases	519062	defense-finder-models/RM/RM/RM_Type_III	Sage2_L_80_16_scaffold_7702_RM_Type_III_124	1	1	1.000	2.000	1	Type_III_REases	mandatory	1022	8.4e-05	27.100	0.204	0.216	157	377		
Sage2_L_80_16_scaffold_7702	Sage2_L_80_16_scaffold_7702_3	Type_III_MTases	519063	defense-finder-models/RM/RM/RM_Type_III	Sage2_L_80_16_scaffold_7702_RM_Type_III_124	1	1	1.000	2.000	1	Type_III_MTases	mandatory	991	2.1e-91	314.000	0.880	0.796	44	832		
Sage2_L_80_16_scaffold_927	Sage2_L_80_16_scaffold_927_20	Type_II_REases	1281846	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_927_RM_Type_II_366	1	1	1.000	2.000	1	Type_II_REases	mandatory	653	6e-07	35.500	0.523	0.273	41	218		
Sage2_L_80_16_scaffold_927	Sage2_L_80_16_scaffold_927_21	Type_II_MTases	1281847	defense-finder-models/RM/RM/RM_Type_II	Sage2_L_80_16_scaffold_927_RM_Type_II_366	1	1	1.000	2.000	1	Type_II_MTases	mandatory	374	1.4e-66	231.400	0.948	0.850	42	359		
Sage2_L_80_16_scaffold_9433	Sage2_L_80_16_scaffold_9433_3	Type_I_MTases	1133552	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_9433_RM_Type_I_94	1	1	0.667	2.000	1	Type_I_MTases	mandatory	839	3.1e-146	494.400	0.992	0.996	2	837		
Sage2_L_80_16_scaffold_9433	Sage2_L_80_16_scaffold_9433_4	Type_I_REases	1133553	defense-finder-models/RM/RM/RM_Type_I	Sage2_L_80_16_scaffold_9433_RM_Type_I_94	1	1	0.667	2.000	1	Type_I_REases	mandatory	1151	2.3e-127	432.900	0.904	0.894	4	1032		
Sage2_R_100_16_scaffold_4049	Sage2_R_100_16_scaffold_4049_10	Type_IV_REases	1222985	defense-finder-models/RM/RM/RM_Type_IV	Sage2_R_100_16_scaffold_4049_RM_Type_IV_443	1	1	1.000	1.000	1	Type_IV_REases	mandatory	539	1.6e-81	280.700	1.095	0.944	10	518		
Sage2_R_100_16_scaffold_60	Sage2_R_100_16_scaffold_60_35	Type_II_MTases	1226627	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_100_16_scaffold_60_RM_Type_II_367	1	1	1.000	2.000	1	Type_II_MTases	mandatory	322	1.9e-40	145.400	0.563	0.587	10	198		
Sage2_R_100_16_scaffold_60	Sage2_R_100_16_scaffold_60_36	Type_II_REases	1226628	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_100_16_scaffold_60_RM_Type_II_367	1	1	1.000	2.000	1	Type_II_REases	mandatory	254	1.2e-28	107.100	0.916	0.854	36	252		
Sage2_R_115_16_scaffold_10508	Sage2_R_115_16_scaffold_10508_1	Type_II_MTases	411818	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_115_16_scaffold_10508_RM_Type_II_368	1	1	1.000	2.000	1	Type_II_MTases	mandatory	103	7.4e-05	27.800	0.262	0.864	15	103		
Sage2_R_115_16_scaffold_10508	Sage2_R_115_16_scaffold_10508_4	Type_II_REases	411821	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_115_16_scaffold_10508_RM_Type_II_368	1	1	1.000	2.000	1	Type_II_REases	mandatory	759	6e-18	71.800	0.573	0.235	4	181		
Sage2_R_115_16_scaffold_4827	Sage2_R_115_16_scaffold_4827_9	Type_IV_REases	409950	defense-finder-models/RM/RM/RM_Type_IV	Sage2_R_115_16_scaffold_4827_RM_Type_IV_444	1	1	1.000	1.000	1	Type_IV_REases	mandatory	217	1.2e-27	103.000	0.311	0.590	82	209		
Sage2_R_115_16_scaffold_6249	Sage2_R_115_16_scaffold_6249_7	Type_I_REases	410620	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_115_16_scaffold_6249_RM_Type_I_95	1	1	1.000	2.500	2	Type_I_REases	mandatory	203	1.6e-16	66.000	0.134	0.660	5	138		
Sage2_R_115_16_scaffold_6249	Sage2_R_115_16_scaffold_6249_8	Type_I_REases	410621	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_115_16_scaffold_6249_RM_Type_I_95	1	1	1.000	2.500	2	Type_I_REases	mandatory	733	9.5e-121	410.900	0.657	0.992	1	727		
Sage2_R_115_16_scaffold_6249	Sage2_R_115_16_scaffold_6249_9	Type_I_S	410622	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_115_16_scaffold_6249_RM_Type_I_95	1	1	1.000	2.500	2	Type_I_S	accessory	443	1.2e-49	176.100	0.560	0.973	1	431		
Sage2_R_115_16_scaffold_6249	Sage2_R_115_16_scaffold_6249_10	Type_I_MTases	410623	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_115_16_scaffold_6249_RM_Type_I_95	1	1	1.000	2.500	2	Type_I_MTases	mandatory	496	5.3e-204	684.800	0.959	0.980	2	487		
Sage2_R_20_16_scaffold_179	Sage2_R_20_16_scaffold_179_12	Type_II_REases	115653	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_20_16_scaffold_179_RM_Type_II_369	1	1	1.000	2.000	1	Type_II_REases	mandatory	321	8.9e-07	35.500	0.855	0.931	21	319		
Sage2_R_20_16_scaffold_179	Sage2_R_20_16_scaffold_179_13	Type_II_MTases	115654	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_20_16_scaffold_179_RM_Type_II_369	1	1	1.000	2.000	1	Type_II_MTases	mandatory	521	1.9e-87	300.400	1.287	0.917	23	500		
Sage2_R_20_16_scaffold_28204	Sage2_R_20_16_scaffold_28204_2	Type_II_REases	53722	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_20_16_scaffold_28204_RM_Type_II_370	1	1	1.000	2.000	1	Type_II_REases	mandatory	202	7.2e-39	140.400	0.660	0.906	14	196		
Sage2_R_20_16_scaffold_28204	Sage2_R_20_16_scaffold_28204_5	Type_II_MTases	53725	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_20_16_scaffold_28204_RM_Type_II_370	1	1	1.000	2.000	1	Type_II_MTases	mandatory	161	1.4e-31	116.000	0.404	0.938	3	153		
Sage2_R_60_16_scaffold_100314	Sage2_R_60_16_scaffold_100314_1	Type_II_REases	1277074	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_100314_RM_Type_II_371	1	1	1.000	2.000	1	Type_II_REases	mandatory	198	5.7e-10	45.800	0.550	0.838	24	189		
Sage2_R_60_16_scaffold_100314	Sage2_R_60_16_scaffold_100314_2	Type_II_MTases	1277075	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_100314_RM_Type_II_371	1	1	1.000	2.000	1	Type_II_MTases	mandatory	330	2.5e-50	177.700	0.847	0.939	2	311		
Sage2_R_60_16_scaffold_108	Sage2_R_60_16_scaffold_108_7	Type_II_MTases	1353387	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_108_RM_Type_II_372	1	1	1.000	2.000	1	Type_II_MTases	mandatory	458	2.6e-87	299.700	1.153	0.891	47	454		
Sage2_R_60_16_scaffold_108	Sage2_R_60_16_scaffold_108_8	Type_II_REases	1353388	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_108_RM_Type_II_372	1	1	1.000	2.000	1	Type_II_REases	mandatory	278	3.1e-25	95.500	0.641	0.838	5	237		
Sage2_R_60_16_scaffold_108	Sage2_R_60_16_scaffold_108_38	Type_II_REases	1353418	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_108_RM_Type_II_373	1	1	1.000	2.000	1	Type_II_REases	mandatory	218	8.5e-30	111.200	0.756	0.959	8	216		
Sage2_R_60_16_scaffold_108	Sage2_R_60_16_scaffold_108_39	Type_II_MTases	1353419	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_108_RM_Type_II_373	1	1	1.000	2.000	1	Type_II_MTases	mandatory	512	9.3e-07	34.000	0.246	0.180	5	96		
Sage2_R_60_16_scaffold_1313	Sage2_R_60_16_scaffold_1313_8	Type_IIG	1275144	defense-finder-models/RM/RM/RM_Type_IIG	Sage2_R_60_16_scaffold_1313_RM_Type_IIG_258	1	1	1.000	1.000	1	Type_IIG	mandatory	1555	3.7e-89	306.600	0.660	0.470	822	1552		
Sage2_R_60_16_scaffold_165	Sage2_R_60_16_scaffold_165_23	Type_II_MTases	1353702	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_165_RM_Type_II_374	1	1	1.000	2.000	1	Type_II_MTases	mandatory	396	6.4e-73	252.300	0.973	0.990	3	394		
Sage2_R_60_16_scaffold_165	Sage2_R_60_16_scaffold_165_24	Type_II_REases	1353703	defense-finder-models/RM/RM/RM_Type_II	Sage2_R_60_16_scaffold_165_RM_Type_II_374	1	1	1.000	2.000	1	Type_II_REases	mandatory	760	6.6e-09	42.000	0.634	0.264	5	205		
Sage2_R_60_16_scaffold_1930	Sage2_R_60_16_scaffold_1930_13	Type_IV_REases	1275594	defense-finder-models/RM/RM/RM_Type_IV	Sage2_R_60_16_scaffold_1930_RM_Type_IV_445	1	1	1.000	1.000	1	Type_IV_REases	mandatory	309	1.2e-61	215.100	0.418	0.592	123	305		
Sage2_R_60_16_scaffold_1994	Sage2_R_60_16_scaffold_1994_5	Type_I_MTases	206918	defense-finder-models/RM/RM/RM_Type_I	Sage2_R_60_16_scaffold_1994_RM_Type_I_96	1	1	1.000	2.500	1	Type_I_MTases	mandatory	674	8.6e-150	506.200	0.934	0.936	2	632		
